"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3301A35","삼천2","2017/01/03","1회차","127°6'43.22""","35°48'49""","11:06","12.2","1.6","3.5","3.806","0.087","2.0","21.3"
"3301A37","삼천3","2017/01/03","1회차","127°6'21.83""","35°50'8.93""","14:05","11.7","1.3","3.0","3.176","0.064","1.9","4.4"
"3006A10","옥천","2017/01/03","1회차","127°38'44.8""","36°16'59.6""","11:37","13.5","0.3","3.0","2.365","0.009","4.6","0.4"
"3302A07","용호천","2017/01/03","1회차","126°53'35.6""","35°40'47.6""","14:35","9.4","1.8","4.3","3.696","0.046","2.9","4.4"
"3301A25","전주천1","2017/01/03","1회차","127°10'13.75""","35°48'7.28""","10:00","12.2","0.6","1.2","3.306","0.017","0.7","0.5"
"3302A25","정읍천1","2017/01/03","1회차","126°52'22.8""","35°33'1.9""","11:00","9.6","0.8","1.8","2.782","0.025","0.8","0.3"
"3302A30","정읍천2","2017/01/03","1회차","126°50'20.4""","35°34'12""","11:25","9.7","1.1","2.6","3.592","0.032","1.4","1.5"
"3302A33","정읍천3","2017/01/03","1회차","126°49'38.6""","35°35'2.8""","13:00","9.3","1.3","2.7","3.581","0.040","1.7","2.5"
"3302A32","천원천","2017/01/03","1회차","126°49'38.6""","35°34'15.6""","11:50","9.6","1.3","3.2","3.728","0.054","1.8","4.6"
"3008A60","현도","2017/01/03","1회차","127°27'9.78""","36°26'56.95""","10:03","11.4","0.3","4.3","1.326","0.020","4.0","1.4"
"3301A05","고산","2017/01/04","1회차","127°13'1.5""","35°58'27.7""","13:53","13.2","0.3","2.1","2.958","정량한계미만","1.9","0.3"
"3301A54","마산천","2017/01/04","1회차","126°59'59.6""","35°52'55.9""","11:50","14.8","3.4","6.4","6.473","0.282","3.9","44.5"
"3011A05","미호강1","2017/01/04","1회차","127°30'1.94""","36°58'50.02""","12:42","12.4","2.3","6.4","8.046","0.148","6.7","3.0"
"3011A20","미호강3","2017/01/04","1회차","127°30'12.6""","36°50'44.1""","11:14","13.7","2.0","5.1","4.836","0.102","1.8","2.0"
"3011A32","미호강4","2017/01/04","1회차","127°29'36""","36°49'33.4""","11:24","13.6","1.6","5.2","4.134","0.081","4.1","2.6"
"3011A50","미호강6","2017/01/04","1회차","127°28'32.3""","36°42'50.4""","10:44","13.1","1.1","4.7","3.873","0.051","1.2","1.6"
"3011A70","미호강7","2017/01/04","1회차","127°22'58.9""","36°39'30.1""","10:10","12.1","1.4","5.2","5.140","0.068","4.5","1.9"
"3011A82","미호강8","2017/01/04","1회차","127°21'2.58""","36°37'22.73""","09:56","11.5","1.3","9.2","5.471","0.043","5.3","3.2"
"3301A45","삼례","2017/01/04","1회차","127°4'3.2""","35°53'54.4""","14:30","11.3","4.1","8.1","8.230","0.033","5.9","2.9"
"3301A10","소양천1","2017/01/04","1회차","127°13'26.42""","35°51'11.74""","13:30","12.8","0.6","1.6","4.179","0.023","1.0","0.2"
"3301A15","소양천2","2017/01/04","1회차","127°9'25.45""","35°52'30.33""","13:05","11.6","0.8","1.8","4.915","0.028","1.3","1.5"
"3301A57","용암천","2017/01/04","1회차","126°56'20.5""","35°52'34""","10:45","12.6","4.3","9.8","7.741","0.187","5.8","21.2"
"3301A51","익산천1","2017/01/04","1회차","127°2'6.9""","35°55'29.7""","14:43","14.6","1.1","3.9","4.980","0.070","3.0","2.0"
"3301A52","익산천2","2017/01/04","1회차","127°1'57.9""","35°55'8.8""","14:50","14.9","2.1","6.1","4.374","0.069","4.2","4.8"
"3301A53","익산천3","2017/01/04","1회차","127°1'47.6""","35°54'9.2""","14:55","16.6","1.8","5.0","5.156","0.107","3.5","7.3"
"3101A60","곡교천2","2017/01/05","1회차","126°56'2.2""","36°49'17.9""","11:42","14.5","4.5","9.2","8.781","0.236","8.3","4.6"
"3302A05","동진강1","2017/01/05","1회차","126°58'42.1""","35°36'57.9""","13:48","13.1","0.6","2.7","2.276","0.011","2.3","1.8"
"3302A10","동진강2","2017/01/05","1회차","126°52'4.23""","35°40'58.97""","14:10","13.9","0.7","3.1","2.763","0.024","2.6","8.2"
"3101A25","무한천2","2017/01/05","1회차","126°49'49.7""","36°43'59.2""","10:10","11.2","2.1","5.7","5.999","0.036","3.9","11.6"
"3101A45","삼용천","2017/01/05","1회차","127°9'11.04""","36°47'52.98""","12:33","12.4","4.4","8.3","7.520","0.224","4.9","3.2"
"3302A70","신평천","2017/01/05","1회차","126°48'19.2""","35°48'3""","14:35","10.9","5.5","13.3","7.798","0.135","8.9","17.5"
"3008A10","옥천천","2017/01/05","1회차","127°33'17.4""","36°19'42.2""","10:55","14.1","3.5","2.4","4.316","0.015","1.1","1.2"
"3101A55","온천천","2017/01/05","1회차","126°59'31.56""","36°47'45.24""","10:40","10.6","3.1","4.2","2.895","0.081","2.8","1.6"
"3101A40","원성천","2017/01/05","1회차","127°9'11.88""","36°48'1.44""","12:34","11.6","4.4","8.1","4.837","0.095","3.8","4.0"
"3302A55","원평천1","2017/01/05","1회차","126°55'6.9""","35°44'48.3""","15:00","16.2","0.9","4.3","4.161","0.035","3.3","3.4"
"3302A60","원평천2","2017/01/05","1회차","126°48'40.3""","35°46'3.2""","14:30","13.5","1.9","7.2","4.303","0.121","5.3","21.5"
"3011A90","월하천","2017/01/05","1회차","127°17'17.5""","36°34'14.4""","10:24","14.1","0.6","2.3","2.629","0.034","5.4","1.8"
"3101A35","천안천1","2017/01/05","1회차","127°8'46.27""","36°47'57.12""","12:40","11.8","4.6","8.4","4.803","0.137","4.6","4.8"
"3101A50","천안천2","2017/01/05","1회차","127°6'48.36""","36°46'51.62""","12:57","9.6","7.2","11.6","8.175","0.214","6.0","3.6"
"3008A50","품곡천","2017/01/05","1회차","127°31'32.9""","36°30'48.8""","13:45","12.7","0.2","1.2","2.048","0.015","0.6","0.4"
"3013A80","강경천","2017/01/06","1회차","127°1'29.46""","36°9'44.46""","10:05","13.5","1.5","6.4","7.138","0.269","9.2","11.3"
"3203A10","광천천","2017/01/06","1회차","126°38'32.28""","36°30'43.56""","10:10","9.5","5.4","23.1","9.557","0.324","11.4","9.6"
"3014A40","길산천1","2017/01/06","1회차","126°43'50.96""","36°4'28.9""","13:00","12.2","1.7","4.1","2.628","0.042","2.2","6.4"
"3203A20","대천천","2017/01/06","1회차","126°35'55.3""","36°20'48.1""","13:55","11.0","3.9","5.0","3.496","0.118","3.4","6.4"
"3013A70","마산천","2017/01/06","1회차","127°3'19.77""","36°7'7.14""","09:52","13.8","1.4","6.4","5.241","0.242","14.2","8.0"
"3011A60","무심천2","2017/01/06","1회차","127°29'1.82""","36°38'8.85""","11:34","12.9","0.8","3.6","1.816","0.027","1.8","8.1"
"3101A20","무한천1","2017/01/06","1회차","126°47'9.54""","36°34'7.72""","10:43","12.9","1.1","3.6","2.108","0.014","1.7","6.0"
"3011A25","백곡천1","2017/01/06","1회차","127°22'47.6""","36°52'52.4""","09:56","12.6","0.4","1.6","2.263","0.011","0.8","0.2"
"3011A30","백곡천2","2017/01/06","1회차","127°27'41.39""","36°51'16.3""","10:12","11.4","0.8","2.0","2.146","0.029","1.0","2.0"
"3011A80","병천천2","2017/01/06","1회차","127°20'53.3""","36°38'24.6""","12:12","12.2","0.8","3.6","3.536","0.020","2.0","2.1"
"3012A55","은산천","2017/01/06","1회차","126°52'17.5""","36°17'44.5""","12:20","11.5","1.6","2.0","2.834","0.024","1.5","0.4"
"3012A50","지천1","2017/01/06","1회차","126°51'31.9""","36°19'33.9""","11:30","14.2","1.2","2.6","2.328","0.017","1.6","1.6"
"3011A35","초평천","2017/01/06","1회차","127°31'17.6""","36°50'42.5""","10:24","11.9","0.2","2.6","1.800","0.017","0.6","3.7"
"3011A10","칠장천","2017/01/06","1회차","127°27'9.37""","36°58'16.91""","09:25","9.1","3.3","5.8","7.818","0.193","3.8","1.5"
"3203A50","판교천","2017/01/06","1회차","126°40'43.68""","36°5'30.12""","13:20","16.1","1.8","4.4","2.086","0.037","2.8","3.2"
"3001A10","가막","2017/01/09","1회차","127°31'4.1""","35°48'7.6""","11:50","10.7","0.6","2.9","3.855","0.018","1.9","1.4"
"3001A05","구량천","2017/01/09","1회차","127°36'53.72""","35°52'.65""","10:40","12.7","0.6","2.6","2.975","0.011","1.6","1.9"
"3005A25","금상천","2017/01/09","1회차","127°51'28.26""","36°15'20.36""","11:50","12.6","0.5","2.3","2.433","0.010","2.0","0.7"
"3003A10","무주남대천1","2017/01/09","1회차","127°40'2.5""","36°0'23.8""","11:20","12.6","0.1","2.5","2.063","정량한계미만","1.9","0.1"
"3003A20","무주남대천2","2017/01/09","1회차","127°37'27.9""","36°0'10.9""","11:12","13.0","0.4","1.9","2.273","0.013","2.1","0.1"
"3003A30","무주남대천3","2017/01/09","1회차","127°37'12.64""","36°0'9.1""","10:40","13.9","0.4","2.7","2.476","0.025","1.7","1.1"
"3007A10","보청천1","2017/01/09","1회차","127°40'39.8""","36°32'32""","10:17","11.2","0.2","1.2","3.161","0.006","0.5","0.4"
"3007A20","보청천2","2017/01/09","1회차","127°43'26.8""","36°28'54.8""","10:32","11.7","0.2","1.4","2.112","0.005","0.6","2.9"
"3007A40","보청천3","2017/01/09","1회차","127°49'4.7""","36°22'36.72""","10:40","12.5","0.7","2.6","2.563","0.014","1.9","1.1"
"3004A05","부리","2017/01/09","1회차","127°35'36.86""","36°2'56.1""","11:30","13.5","0.5","3.1","1.945","0.011","2.5","1.3"
"3008A02","상곡천","2017/01/09","1회차","127°34'3.84""","36°13'11.72""","14:00","12.9","0.4","2.5","2.700","0.012","1.2","0.7"
"3004A60","영동천1","2017/01/09","1회차","127°46'28""","36°10'25.9""","12:44","13.0","0.4","2.0","4.113","0.004","1.0","1.2"
"3004A70","영동천2","2017/01/09","1회차","127°43'.84""","36°12'37.44""","12:31","12.3","0.5","3.2","4.704","0.007","1.7","0.7"
"3002A40","용담","2017/01/09","1회차","127°32'7.38""","35°58'14.91""","11:50","12.5","0.4","3.2","1.707","0.010","2.6","0.9"
"3002A50","용포","2017/01/09","1회차","127°37'.9""","35°59'26.4""","11:03","11.7","0.2","3.0","1.511","정량한계미만","2.7","0.2"
"3006A05","이원","2017/01/09","1회차","127°40'10.1""","36°14'25""","12:00","13.6","0.4","3.0","2.397","0.014","2.3","1.0"
"3001A30","정자천","2017/01/09","1회차","127°26'24.81""","35°51'22.74""","10:40","12.6","0.4","2.1","2.975","0.011","1.1","1.1"
"3004A40","제원2","2017/01/09","1회차","127°35'21.55""","36°6'59.03""","10:00","12.7","0.4","3.0","2.284","0.012","2.3","0.9"
"3005A20","초강1","2017/01/09","1회차","127°55'55.8""","36°12'20.1""","13:05","12.0","0.4","1.4","1.801","0.004","0.7","0.6"
"3005A30","초강2","2017/01/09","1회차","127°43'17.6""","36°13'49""","11:00","13.4","0.4","2.7","2.408","0.010","1.9","1.0"
"3005A10","추풍령천","2017/01/09","1회차","127°56'14.7""","36°13'13.7""","13:16","12.9","0.3","3.0","2.628","0.015","1.7","0.8"
"3008A05","추풍천","2017/01/09","1회차","127°30'35.24""","36°14'21.29""","13:10","14.5","0.4","2.7","5.049","0.027","1.6","1.8"
"3007A30","항건천","2017/01/09","1회차","127°41'17""","36°28'48.5""","09:59","10.7","0.2","1.8","3.434","0.005","0.8","0.4"
"3008A20","회인천","2017/01/09","1회차","127°25'55.5""","36°31'22.27""","09:42","11.8","0.5","2.4","3.606","0.007","0.7","1.3"
"3012A30","곰나루","2017/01/09","2회차","127°6'39.64""","36°28'27.75""","10:31","15.2","1.6","6.0","4.869","0.040","9.4","4.3"
"3012A20","공주1","2017/01/09","2회차","127°7'27.58""","36°27'59.19""","12:10","11.8","1.9","6.0","5.310","0.064","5.2","4.9"
"3012A40","공주2","2017/01/09","2회차","126°59'13.8""","36°20'31.3""","10:56","15.0","2.4","6.3","4.082","0.053","4.1","8.0"
"3012A32","금강","2017/01/09","2회차","127°6'.1""","36°27'52.7""","12:00","11.9","1.4","5.3","5.280","0.054","5.0","4.1"
"3008A40","대청댐","2017/01/09","2회차","127°28'35.5""","36°22'16.2""","11:15","11.1","0.5","3.8","1.383","0.014","3.1","1.6"
"3012A42","부여","2017/01/09","2회차","126°56'39.9""","36°19'19.5""","10:30","12.6","2.6","5.6","4.411","0.033","5.2","7.8"
"3012A60","부여1","2017/01/09","2회차","126°53'32.8""","36°16'32.6""","11:20","15.1","3.2","6.9","4.291","0.046","4.8","9.7"
"3012A70","부여2","2017/01/09","2회차","126°56'56.1""","36°14'39.1""","12:18","16.2","3.3","7.4","3.733","0.059","9.4","13.5"
"3012A80","성동","2017/01/09","2회차","127°0'12.73""","36°10'22.52""","13:37","16.1","3.8","7.4","3.994","0.078","12.1","12.6"
"3014A30","양화","2017/01/09","2회차","126°52'24.13""","36°6'27.13""","12:51","16.1","3.2","8.1","4.385","0.068","4.7","13.6"
"3013A20","노성천2","2017/01/10","1회차","127°5'37.04""","36°13'8.6""","16:10","13.7","1.1","2.4","2.626","0.051","1.7","8.8"
"3013A10","논산천2","2017/01/10","1회차","127°12'9.59""","36°10'28.47""","14:10","12.7","0.9","1.6","2.908","0.013","1.3","3.2"
"3013A30","논산천3","2017/01/10","1회차","127°4'49.8""","36°12'35.44""","16:00","13.5","1.6","4.2","2.783","0.048","1.6","2.8"
"3012A15","대교천1","2017/01/10","1회차","127°12'31.7""","36°29'58.8""","09:40","10.5","1.4","2.1","1.122","0.016","1.4","2.0"
"3008A52","대청","2017/01/10","1회차","127°28'30.32""","36°28'33.27""","10:00","9.6","0.7","6.1","1.461","0.011","2.8","0.6"
"3009A05","두계천","2017/01/10","1회차","127°15'13.7""","36°16'51.9""","13:30","12.6","1.0","1.8","1.457","0.022","1.4","6.4"
"3011A53","무심천1","2017/01/10","1회차","127°30'6.27""","36°35'6.1""","11:10","13.3","0.6","3.4","2.809","0.082","2.1","2.0"
"3011A65","무심천3","2017/01/10","1회차","127°27'16.1""","36°40'30.8""","12:20","15.6","1.3","7.2","1.954","0.072","3.1","2.8"
"3011A40","미호강5","2017/01/10","1회차","127°30'34.8""","36°46'19.7""","10:10","13.9","1.8","9.2","3.829","0.063","3.6","2.8"
"3011A84","미호강9","2017/01/10","1회차","127°18'59.57""","36°34'55.88""","12:00","10.7","2.5","13.1","8.654","0.121","6.8","2.6"
"3013A40","방축천","2017/01/10","1회차","127°3'12.67""","36°10'22.65""","15:30","13.1","4.0","5.1","6.362","0.278","3.3","5.6"
"3010A30","백천","2017/01/10","1회차","127°21'41.41""","36°31'33.81""","12:20","14.8","1.2","4.2","2.369","0.070","2.1","2.0"
"3011A78","병천천1","2017/01/10","1회차","127°19'33.72""","36°43'27.09""","10:20","8.2","2.2","9.9","4.245","0.124","4.1","1.4"
"3011A43","보강천1","2017/01/10","1회차","127°34'49.96""","36°47'12.95""","11:20","12.2","1.1","4.1","2.012","0.069","2.5","0.8"
"3101A05","삽교천1","2017/01/10","1회차","126°43'52.1""","36°41'12.2""","10:15","13.6","0.9","4.6","6.591","0.123","3.0","3.5"
"3101A10","삽교천2","2017/01/10","1회차","126°45'17.57""","36°44'9.85""","10:35","12.5","1.3","4.7","5.419","0.087","3.9","3.9"
"3101A15","삽교천3","2017/01/10","1회차","126°48'53.6""","36°46'26.7""","10:55","13.9","1.4","5.2","5.439","0.170","4.0","8.9"
"3011A68","석남천","2017/01/10","1회차","127°23'17.65""","36°39'34.28""","10:00","9.8","5.3","8.4","16.473","0.125","5.7","7.6"
"3012A75","석성천2","2017/01/10","1회차","127°1'52.89""","36°14'6.46""","16:30","12.9","1.3","2.8","3.151","0.042","2.0","4.0"
"3010A15","세종1","2017/01/10","1회차","127°23'23.41""","36°29'44.91""","14:10","12.1","1.2","5.7","4.158","0.052","4.0","1.0"
"3013A60","수철천","2017/01/10","1회차","127°5'37.8""","36°6'3.72""","15:00","13.3","1.9","4.1","4.825","0.273","3.0","4.4"
"3008A55","용호천","2017/01/10","1회차","127°27'8.04""","36°26'53.6""","14:50","13.4","0.4","3.1","2.474","0.217","1.7","1.4"
"3009A30","유등천1","2017/01/10","1회차","127°22'20.25""","36°14'58.74""","10:00","14.3","0.4","3.1","3.043","0.004","1.3","0.3"
"3011A85","조천1","2017/01/10","1회차","127°18'20.9""","36°36'11.8""","10:10","12.0","1.5","2.8","1.995","0.013","1.6","3.2"
"3011A87","조천2","2017/01/10","1회차","127°17'58.66""","36°35'8.48""","11:20","11.8","1.1","5.7","5.392","0.044","3.1","2.4"
"3009A80","갑천7","2017/01/10","2회차","127°23'59.87""","36°27'13.72""","14:00","11.6","1.8","10.3","7.715","0.108","5.7","2.0"
"3011A97","미호강10","2017/01/10","2회차","127°19'8.29""","36°31'29.17""","10:10","13.9","2.3","8.7","7.610","0.096","6.0","5.4"
"3010A20","부강","2017/01/10","2회차","127°21'49.14""","36°30'59.78""","11:20","11.1","1.2","7.2","3.947","0.057","4.0","1.6"
"3009A10","갑천1","2017/01/11","1회차","128°24'57.7""","35°6'24""","11:25","13.8","0.8","2.1","2.725","0.032","1.6","1.0"
"3009A15","갑천2","2017/01/11","1회차","127°21'29.2""","36°18'22.1""","11:10","14.0","0.9","2.6","2.444","0.024","1.9","1.0"
"3009A20","갑천3","2017/01/11","1회차","127°20'58.92""","36°21'5.4""","10:15","14.6","0.8","2.8","2.888","0.029","2.3","1.4"
"3009A25","갑천4","2017/01/11","1회차","127°22'45.9""","36°22'25.3""","09:50","13.6","1.3","3.1","2.647","0.021","2.7","0.9"
"3009A65","갑천5","2017/01/11","1회차","127°24'43.9""","36°24'17.2""","12:10","12.4","2.1","6.8","7.264","0.070","6.4","1.9"
"3009A70","갑천6","2017/01/11","1회차","127°23'31""","36°26'10.6""","13:20","13.6","2.1","7.2","8.025","0.066","6.9","2.6"
"3014A10","강경","2017/01/11","1회차","127°0'23.9""","36°9'15.3""","12:20","14.7","3.2","8.0","4.023","0.101","5.8","18.2"
"3014A50","금강갑문","2017/01/11","1회차","126°45'10.9""","36°0'52.4""","15:30","16.4","3.6","10.2","3.900","0.070","6.9","18.5"
"3012A65","금천","2017/01/11","1회차","126°53'7.52""","36°14'53.49""","11:50","13.1","0.9","3.6","2.896","0.078","2.4","5.6"
"3014A45","길산천2","2017/01/11","1회차","126°44'23.17""","36°2'41.9""","15:10","13.0","1.4","6.8","2.804","0.128","4.3","11.1"
"3201A10","당진천1","2017/01/11","1회차","126°37'28""","36°53'48.7""","10:50","13.8","1.1","2.8","1.260","0.022","2.8","4.4"
"3012A17","대교천2","2017/01/11","1회차","127°14'17.58""","36°28'26.45""","12:40","13.7","0.9","3.5","2.586","0.081","2.3","0.8"
"3009A45","대전천1","2017/01/11","1회차","127°27'23.9""","36°17'50""","11:30","14.8","0.6","2.1","3.578","0.021","1.4","0.8"
"3009A50","대전천2","2017/01/11","1회차","127°26'21.9""","36°18'54.1""","12:15","16.3","1.4","2.7","3.627","0.025","1.9","0.8"
"3009A55","대전천3","2017/01/11","1회차","127°25'31.45""","36°19'58.46""","13:40","16.1","1.1","2.9","3.757","0.022","2.2","1.0"
"3009A60","대전천4","2017/01/11","1회차","127°25'5.95""","36°20'20.66""","13:55","14.5","1.5","3.4","3.943","0.058","2.8","2.4"
"3202A60","도당천","2017/01/11","1회차","126°31'8.76""","36°44'8.16""","13:05","13.8","1.5","2.5","1.931","0.022","1.9","3.6"
"3202A30","둔당천","2017/01/11","1회차","126°25'48.66""","36°45'39.39""","12:45","12.3","1.4","3.8","4.061","0.031","5.0","6.8"
"3012A37","목면","2017/01/11","1회차","127°0'31.9""","36°23'3.6""","13:30","13.3","1.8","7.4","4.927","0.050","4.4","3.8"
"3011A15","미호강2","2017/01/11","1회차","127°27'41.89""","36°56'10.41""","10:20","13.7","3.5","7.0","7.494","0.228","4.3","3.0"
"3004A30","봉황천","2017/01/11","1회차","127°33'6.39""","36°6'38.12""","10:33","12.4","1.1","2.8","3.848","0.026","5.6","1.3"
"3014A15","산북천","2017/01/11","1회차","126°56'32.99""","36°6'28.06""","13:20","6.6","7.9","14.0","9.406","0.909","8.1","32.0"
"3012A73","석성천1","2017/01/11","1회차","127°4'2.08""","36°15'40.69""","14:50","16.4","1.5","4.4","3.664","0.069","2.1","1.2"
"3012A77","석성천3","2017/01/11","1회차","126°59'47.88""","36°12'13.96""","14:00","13.6","1.6","5.2","3.606","0.089","3.1","2.0"
"3011A48","성암천","2017/01/11","1회차","127°27'39.63""","36°44'42.04""","13:30","15.4","0.9","3.3","2.838","0.041","2.3","2.0"
"3012A19","세종2","2017/01/11","1회차","127°11'46""","36°26'29.98""","11:10","12.3","1.3","6.2","5.464","0.056","4.3","2.4"
"3012A05","연기","2017/01/11","1회차","127°16'15.4""","36°28'40.7""","10:20","11.7","2.0","8.6","5.020","0.061","4.8","2.4"
"3004A50","영동","2017/01/11","1회차","127°42'27.7""","36°12'43.4""","11:13","12.0","0.4","3.6","2.117","0.008","4.0","0.7"
"3202A80","와룡천","2017/01/11","1회차","126°32'59""","36°36'1.1""","13:25","14.3","1.2","2.7","3.057","0.031","1.8","3.2"
"3011A79","용두천","2017/01/11","1회차","127°23'50.27""","36°45'28.08""","14:50","15.3","1.1","5.7","3.837","0.069","3.2","2.0"
"3012A08","용수천1","2017/01/11","1회차","127°16'30.81""","36°25'40.22""","09:40","12.7","0.4","2.9","2.156","0.020","1.2","1.8"
"3012A10","용수천2","2017/01/11","1회차","127°16'25.68""","36°27'31.68""","10:10","12.9","0.6","2.0","1.713","0.018","1.4","1.6"
"3012A35","유구천","2017/01/11","1회차","127°3'4.34""","36°28'5.61""","14:40","13.4","0.8","2.0","2.515","0.011","1.3","0.6"
"3009A35","유등천2","2017/01/11","1회차","127°23'52.4""","36°16'38.4""","10:50","14.8","1.0","2.4","3.035","0.027","1.8","0.6"
"3009A40","유등천3","2017/01/11","1회차","127°22'53.7""","36°18'15.2""","10:40","14.4","0.8","3.3","3.047","0.015","1.7","1.2"
"3009A62","유등천7","2017/01/11","1회차","127°24'8""","36°21'25.9""","09:50","14.3","0.8","2.7","3.151","0.028","2.0","1.0"
"3202A20","장검천","2017/01/11","1회차","126°23'23.64""","36°43'16.32""","11:50","12.8","1.7","4.4","5.748","0.067","2.3","5.2"
"3012A53","정동","2017/01/11","1회차","126°55'23.9""","36°18'11.6""","14:30","14.5","2.9","8.8","4.323","0.067","5.1","9.4"
"3012A25","정안천","2017/01/11","1회차","127°7'32.07""","36°28'17.16""","13:20","13.0","0.5","2.6","3.393","0.035","1.5","1.0"
"3004A20","제원1","2017/01/11","1회차","127°34'.88""","36°6'39.83""","10:38","12.5","0.6","3.7","1.784","0.010","8.8","0.5"
"3008A30","주원천","2017/01/11","1회차","127°29'33.6""","36°20'31.5""","11:50","15.0","0.5","2.0","1.735","0.015","1.7","0.8"
"3012A52","지천2","2017/01/11","1회차","126°54'48.92""","36°19'18.79""","11:10","13.2","0.9","3.3","2.705","0.021","1.9","2.2"
"3202A50","청지천","2017/01/11","1회차","126°28'31.8""","36°46'4.08""","12:55","14.9","2.9","4.9","3.764","0.060","1.6","7.6"
"3202A10","태안천","2017/01/11","1회차","126°19'43.38""","36°44'22.91""","11:35","14.2","1.6","4.7","5.511","0.107","2.5","16.4"
"3011A17","한천","2017/01/11","1회차","127°30'18.88""","36°54'42.61""","11:20","16.5","5.2","6.9","6.514","0.244","5.8","6.4"
"3013A50","논산천4","2017/01/11","2회차","127°0'38.2""","36°9'57.3""","11:30","12.1","1.8","5.2","5.280","0.163","3.2","8.4"
"3006A10","옥천","2017/01/11","2회차","127°38'44.8""","36°16'59.6""","11:34","12.7","0.3","3.3","2.286","0.009","1.9","0.4"
"3008A60","현도","2017/01/11","2회차","127°27'9.78""","36°26'56.95""","09:41","10.7","0.5","4.2","1.301","0.016","8.6","1.1"
"3302A52","고부천3","2017/01/12","1회차","126°46'46.16""","35°44'27.67""","11:00","12.9","2.3","8.8","5.039","0.238","6.4","41.0"
"3013A17","노성천1","2017/01/12","1회차","127°8'21.07""","36°18'35.24""","10:20","14.3","0.4","1.7","3.648","0.053","1.0","2.3"
