"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3011A25","백곡천1","2021/01/06","1회차","127°22'47.6""","36°52'52.4""","13:19","14.8","0.5","2.2","7.780","0.012","1.1","0.1"
"3011A30","백곡천2","2021/01/06","1회차","127°27'41.39""","36°51'16.3""","14:08","13.5","0.9","2.9","3.150","0.018","2.0","5.3"
"3006A10","옥천","2021/01/06","1회차","127°38'44.8""","36°16'59.6""","09:46","15.2","0.7","3.2","2.384","0.006","1.7","0.7"
"3008A10","옥천천","2021/01/06","1회차","127°33'17.4""","36°19'42.2""","14:00","16.9","2.3","1.0","4.100","0.007","1.0","0.0"
"3009A35","유등천2","2021/01/06","1회차","127°23'52.4""","36°16'38.4""","10:41","14.5","0.5","1.6","2.456","0.005","0.6","0.2"
"3009A40","유등천3","2021/01/06","1회차","127°22'53.7""","36°18'15.2""","10:30","14.2","0.7","1.9","2.108","0.008","0.8","1.2"
"3009A62","유등천7","2021/01/06","1회차","127°24'8""","36°21'25.9""","14:14","15.1","1.2","2.9","2.682","0.021","1.4","1.4"
"3012A55","은산천","2021/01/06","1회차","126°52'17.5""","36°17'44.5""","12:30","14.5","1.6","3.4","3.113","0.012","1.3","2.0"
"3008A30","주원천","2021/01/06","1회차","127°29'33.6""","36°20'31.5""","11:27","14.7","1.1","2.2","1.338","0.011","1.2","2.0"
"3012A50","지천1","2021/01/06","1회차","126°51'31.9""","36°19'33.9""","12:00","14.8","2.8","4.3","2.521","0.013","1.4","5.0"
"3011A35","초평천","2021/01/06","1회차","127°31'17.6""","36°50'42.5""","14:25","13.4","0.4","1.4","2.460","0.013","0.8","0.5"
"3011A10","칠장천","2021/01/06","1회차","127°27'9.37""","36°58'16.91""","12:53","13.5","3.1","7.2","3.008","0.088","4.4","1.9"
"3203A50","판교천","2021/01/06","1회차","126°40'43.68""","36°5'30.12""","13:50","13.7","2.3","5.2","1.491","0.041","2.2","3.2"
"3008A60","현도","2021/01/06","1회차","127°27'9.78""","36°26'56.95""","10:33","11.5","1.0","3.9","1.474","0.008","2.1","1.1"
"3101A05","삽교천1","2021/01/07","1회차","126°43'52.1""","36°41'12.2""","12:31","14.6","1.4","4.3","6.639","0.124","2.2","5.5"
"3101A10","삽교천2","2021/01/07","1회차","126°45'17.57""","36°44'9.85""","12:47","","","","","","",""
"3101A15","삽교천3","2021/01/07","1회차","126°48'53.6""","36°46'26.7""","13:07","","","","","","",""
"3302A45","고부천1","2021/01/08","1회차","126°45'35.9""","35°39'32.5""","11:55","14.3","2.2","7.6","7.906","0.145","3.4","15.2"
"3302A50","고부천2","2021/01/08","1회차","126°47'15.9""","35°43'38.9""","11:30","13.2","2.9","8.2","6.872","0.229","3.6","16.1"
"3302A07","용호천","2021/01/08","1회차","126°53'35.6""","35°40'47.6""","10:50","13.5","2.1","5.6","6.870","0.040","2.8","6.4"
"3011A90","월하천","2021/01/08","1회차","127°17'17.5""","36°34'14.4""","10:50","14.6","1.1","3.1","3.144","0.068","1.4","3.5"
"3302A25","정읍천1","2021/01/08","1회차","126°52'22.8""","35°33'1.9""","14:00","14.4","0.5","1.8","1.682","0.014","1.1","0.4"
"3302A30","정읍천2","2021/01/08","1회차","126°50'20.4""","35°34'12""","13:45","14.7","2.2","4.3","3.476","0.036","1.6","5.9"
"3302A33","정읍천3","2021/01/08","1회차","126°49'38.6""","35°35'2.8""","13:25","14.7","1.1","3.7","3.351","0.034","1.8","3.7"
"3302A32","천원천","2021/01/08","1회차","126°49'38.6""","35°34'15.6""","12:15","14.7","2.3","5.5","3.399","0.037","1.9","10.4"
"3201A10","당진천1","2021/01/11","1회차","126°37'28""","36°53'48.7""","10:50","13.1","2.5","4.9","2.913","0.020","1.4","2.0"
"3202A60","도당천","2021/01/11","1회차","126°31'8.76""","36°44'8.16""","13:40","14.0","3.2","3.9","5.303","0.023","1.4","4.0"
"3202A30","둔당천","2021/01/11","1회차","126°25'48.66""","36°45'39.39""","13:10","13.9","3.3","5.2","4.819","0.038","2.4","1.8"
"3301A54","마산천","2021/01/11","1회차","126°59'59.6""","35°52'55.9""","12:00","13.0","4.6","8.3","10.506","0.265","3.7","22.5"
"3011A60","무심천2","2021/01/11","1회차","127°29'1.82""","36°38'8.85""","15:25","16.4","1.3","3.2","3.907","0.060","1.5","2.5"
"3011A45","보강천2","2021/01/11","1회차","127°34'20.86""","36°47'1.91""","10:24","13.6","1.4","2.7","4.003","0.057","1.7","4.7"
"3301A10","소양천1","2021/01/11","1회차","127°13'26.42""","35°51'11.74""","10:40","12.5","0.9","1.2","2.387","0.009","0.8","0.2"
"3301A15","소양천2","2021/01/11","1회차","127°9'25.45""","35°52'30.33""","11:10","13.0","1.9","2.2","5.969","0.052","1.4","2.4"
"3202A80","와룡천","2021/01/11","1회차","126°32'59""","36°36'1.1""","14:10","14.1","2.6","4.3","4.007","0.020","2.0","6.6"
"3301A57","용암천","2021/01/11","1회차","126°56'20.5""","35°52'34""","14:30","12.7","4.5","13.0","11.631","0.247","6.3","19.6"
"3202A20","장검천","2021/01/11","1회차","126°23'23.64""","36°43'16.32""","12:20","13.4","3.6","4.6","10.366","0.091","2.2","5.0"
"3202A50","청지천","2021/01/11","1회차","126°28'31.8""","36°46'4.08""","13:20","14.5","4.8","6.6","4.314","0.043","2.9","11.6"
"3202A10","태안천","2021/01/11","1회차","126°19'43.38""","36°44'22.91""","11:50","12.4","8.3","8.6","11.005","0.402","4.6","8.8"
"3012A15","대교천1","2021/01/12","1회차","127°12'31.7""","36°29'58.8""","10:10","13.1","2.0","4.8","1.648","0.017","1.4","5.0"
"3101A25","무한천2","2021/01/12","1회차","126°49'49.7""","36°43'59.2""","14:40","13.9","2.4","4.8","8.566","0.041","2.2","2.2"
"3007A10","보청천1","2021/01/12","1회차","127°40'39.8""","36°32'32""","11:28","13.6","0.7","1.3","1.819","0.002","0.7","0.5"
"3007A20","보청천2","2021/01/12","1회차","127°43'26.8""","36°28'54.8""","11:48","11.0","0.7","1.8","2.170","0.012","0.8","1.0"
"3007A35","삼가천","2021/01/12","1회차","127°48'42.2""","36°26'14""","12:18","12.4","1.1","0.8","2.299","0.010","0.7","1.2"
"3101A45","삼용천","2021/01/12","1회차","127°9'11.04""","36°47'52.98""","13:10","13.1","1.7","4.2","3.484","0.044","2.6","43.2"
"3101A55","온천천","2021/01/12","1회차","126°59'31.56""","36°47'45.24""","14:10","11.4","1.8","6.5","5.101","0.017","3.4","15.6"
"3101A40","원성천","2021/01/12","1회차","127°9'11.88""","36°48'1.44""","13:20","11.9","5.3","7.5","4.414","0.087","4.5","11.0"
"3011A85","조천1","2021/01/12","1회차","127°18'20.9""","36°36'11.8""","10:50","13.8","1.9","5.0","2.887","0.018","1.5","2.0"
"3101A35","천안천1","2021/01/12","1회차","127°8'46.27""","36°47'57.12""","13:30","13.3","2.9","6.0","4.490","0.124","4.1","3.0"
"3101A50","천안천2","2021/01/12","1회차","127°6'48.36""","36°46'51.62""","13:40","10.6","5.1","8.5","11.070","0.119","5.8","5.0"
"3008A50","품곡천","2021/01/12","1회차","127°31'32.9""","36°30'48.8""","10:13","13.5","0.7","1.5","2.804","0.010","0.7","1.3"
"3007A30","항건천","2021/01/12","1회차","127°41'17""","36°28'48.5""","11:03","13.8","1.5","3.6","2.035","0.016","1.9","4.0"
"3008A20","회인천","2021/01/12","1회차","127°25'55.5""","36°31'22.27""","10:37","13.9","1.0","1.6","3.612","0.016","0.8","2.5"
"3012A30","곰나루","2021/01/12","2회차","127°6'39.64""","36°28'27.75""","09:51","14.5","1.1","5.6","5.933","0.033","3.1","1.8"
"3012A40","공주2","2021/01/12","2회차","126°59'13.8""","36°20'31.3""","10:18","","","","","","",""
"3012A60","부여1","2021/01/12","2회차","126°53'32.8""","36°16'32.6""","10:37","","","","","","",""
"3012A70","부여2","2021/01/12","2회차","126°56'56.1""","36°14'39.1""","10:57","","","","","","",""
"3012A80","성동","2021/01/12","2회차","127°0'12.73""","36°10'22.52""","12:45","","","","","","",""
"3014A30","양화","2021/01/12","2회차","126°52'24.13""","36°6'27.13""","11:28","","","","","","",""
"3009A80","갑천7","2021/01/13","1회차","127°23'59.87""","36°27'13.72""","13:30","10.1","4.0","9.4","9.424","0.133","7.1","3.1"
"3301A05","고산","2021/01/13","1회차","127°13'1.5""","35°58'27.7""","13:52","12.8","0.3","2.3","1.775","0.004","1.6","1.0"
"3012A20","공주1","2021/01/13","1회차","127°7'27.58""","36°27'59.19""",":","","","","","","",""
"3012A32","금강","2021/01/13","1회차","127°6'.1""","36°27'52.7""",":","","","","","","",""
"3013A20","노성천2","2021/01/13","1회차","127°5'37.04""","36°13'8.6""","13:40","13.7","2.8","3.1","3.506","0.068","1.1","20.2"
"3013A10","논산천2","2021/01/13","1회차","127°12'9.59""","36°10'28.47""","11:25","13.8","2.7","3.8","3.728","0.020","1.1","0.8"
"3013A30","논산천3","2021/01/13","1회차","127°4'49.8""","36°12'35.44""","13:20","13.4","2.8","4.7","3.937","0.078","1.3","6.2"
"3008A40","대청댐","2021/01/13","1회차","127°28'35.5""","36°22'16.2""","12:00","12.0","1.0","4.5","1.347","0.016","2.6","1.2"
"3009A05","두계천","2021/01/13","1회차","127°15'13.7""","36°16'51.9""","10:50","13.4","2.1","2.7","2.207","0.024","1.0","1.0"
"3011A97","미호강10","2021/01/13","1회차","127°19'8.29""","36°31'29.17""","11:10","12.1","3.3","7.8","8.262","0.061","5.7","3.6"
"3013A40","방축천","2021/01/13","1회차","127°3'12.67""","36°10'22.65""","13:00","13.1","7.8","6.5","9.326","0.204","3.1","7.8"
"3011A80","병천천2","2021/01/13","1회차","127°20'53.3""","36°38'24.6""","14:49","12.6","1.1","3.0","4.900","0.046","2.4","2.5"
"3007A50","보청천4","2021/01/13","1회차","127°41'25.4""","36°17'36.8""","10:50","14.3","0.3","2.3","2.260","0.004","1.2","0.7"
"3010A20","부강","2021/01/13","1회차","127°21'49.14""","36°30'59.78""","12:00","12.7","1.9","5.9","4.849","0.037","3.9","2.7"
"3012A42","부여","2021/01/13","1회차","126°56'39.9""","36°19'19.5""",":","","","","","","",""
"3301A45","삼례","2021/01/13","1회차","127°4'3.2""","35°53'54.4""","14:32","11.4","1.9","9.8","13.578","0.050","6.4","7.2"
"3301A30","삼천1","2021/01/13","1회차","127°7'4.92""","35°46'21.37""","11:00","12.3","0.9","1.2","3.402","0.026","1.2","5.5"
"3301A35","삼천2","2021/01/13","1회차","127°6'43.22""","35°48'49""","11:20","13.1","1.7","3.2","3.152","0.060","2.0","3.0"
"3301A37","삼천3","2021/01/13","1회차","127°6'21.83""","35°50'8.93""","12:15","12.6","2.5","3.8","3.280","0.055","2.1","2.8"
"3012A75","석성천2","2021/01/13","1회차","127°1'52.89""","36°14'6.46""","13:50","13.7","2.6","4.2","4.873","0.092","1.4","16.2"
"3005A27","석천","2021/01/13","1회차","127°54'45.5""","36°16'58.5""","11:01","14.2","0.3","1.8","3.976","0.015","1.3","0.7"
"3013A60","수철천","2021/01/13","1회차","127°5'37.8""","36°6'3.72""","11:50","13.5","2.6","3.2","5.341","0.150","1.2","18.8"
"3004A60","영동천1","2021/01/13","1회차","127°46'28""","36°10'25.9""","12:13","14.6","0.5","1.9","3.045","0.015","1.0","1.5"
"3004A70","영동천2","2021/01/13","1회차","127°43'.84""","36°12'37.44""","13:15","14.3","0.5","4.0","5.611","0.024","1.9","3.7"
"3006A20","우산","2021/01/13","1회차","127°40'27.2""","36°16'39.8""","11:00","14.7","0.7","3.1","2.228","0.001","1.7","0.5"
"3301A51","익산천1","2021/01/13","1회차","127°2'6.9""","35°55'29.7""","15:05","14.9","1.1","3.7","5.007","0.079","1.9","12.2"
"3301A52","익산천2","2021/01/13","1회차","127°1'57.9""","35°55'8.8""","14:55","14.8","1.4","3.6","5.381","0.080","2.3","6.4"
"3301A53","익산천3","2021/01/13","1회차","127°1'47.6""","35°54'9.2""","14:38","14.0","0.9","3.6","4.770","0.063","2.2","4.4"
"3301A25","전주천1","2021/01/13","1회차","127°10'13.75""","35°48'7.28""","10:15","13.3","0.9","1.1","2.098","0.009","0.6","0.5"
"3005A20","초강1","2021/01/13","1회차","127°55'55.8""","36°12'20.1""","11:44","13.8","0.4","3.0","2.121","0.008","0.8","0.8"
"3005A10","추풍령천","2021/01/13","1회차","127°56'14.7""","36°13'13.7""","11:26","15.8","0.4","3.1","3.066","0.011","1.2","0.7"
"3006A10","옥천","2021/01/13","2회차","127°38'44.8""","36°16'59.6""","10:30","14.2","0.5","3.1","2.379","0.002","1.7","1.3"
"3008A60","현도","2021/01/13","2회차","127°27'9.78""","36°26'56.95""","09:40","12.2","0.5","3.8","1.385","0.006","2.2","1.3"
"3101A60","곡교천2","2021/01/14","1회차","126°56'2.2""","36°49'17.9""","11:00","12.3","8.5","9.6","8.543","0.222","6.5","4.2"
"3301A55","김제","2021/01/14","1회차","126°57'24""","35°54'24.5""","12:50","11.3","5.7","9.8","11.210","0.108","7.4","16.4"
"3013A50","논산천4","2021/01/14","1회차","127°0'38.2""","36°9'57.3""",":","","","","","","",""
"3201A20","당진천2","2021/01/14","1회차","126°37'45.6""","36°56'29.4""","11:35","13.2","3.2","5.4","5.687","0.096","3.4","2.9"
"3302A40","동진강3","2021/01/14","1회차","126°49'2.7""","35°43'2.9""","13:00","14.1","2.2","6.2","5.018","0.066","3.9","6.4"
"3003A10","무주남대천1","2021/01/14","1회차","127°40'2.5""","36°0'23.8""","14:47","13.6","0.6","2.3","3.580","0.004","1.3","1.2"
"3003A20","무주남대천2","2021/01/14","1회차","127°37'27.9""","36°0'10.9""","14:38","14.6","0.9","2.1","3.312","0.011","1.3","0.7"
"3002A50","용포","2021/01/14","1회차","127°37'.9""","35°59'26.4""","14:27","12.6","0.5","2.7","1.166","0.004","2.0","0.2"
"3013A80","강경천","2021/01/15","1회차","127°1'29.46""","36°9'44.46""","10:40","","","","","","",""
"3013A70","마산천","2021/01/15","1회차","127°3'19.77""","36°7'7.14""","11:10","12.5","4.2","6.5","7.981","0.357","3.8","5.1"
"3008A40","대청댐","2021/01/18","2회차","127°28'35.5""","36°22'16.2""","13:35","11.9","0.6","4.3","1.334","0.010","2.4","1.2"
"3001A10","가막","2021/01/19","1회차","127°31'4.1""","35°48'7.6""","12:00","13.8","0.6","3.1","4.561","0.027","1.3","0.4"
"3001A05","구량천","2021/01/19","1회차","127°36'53.72""","35°52'.65""","10:30","13.9","1.2","3.6","3.893","0.035","1.5","2.1"
"3005A25","금상천","2021/01/19","1회차","127°51'28.26""","36°15'20.36""","11:30","14.5","0.5","2.7","1.798","0.005","1.0","1.6"
"3003A30","무주남대천3","2021/01/19","1회차","127°37'12.64""","36°0'9.1""","10:50","15.2","1.0","3.4","3.218","0.031","1.4","0.6"
"3007A40","보청천3","2021/01/19","1회차","127°49'4.7""","36°22'36.72""","12:20","15.0","1.1","2.9","2.726","0.014","1.5","0.7"
"3004A30","봉황천","2021/01/19","1회차","127°33'6.39""","36°6'38.12""","13:05","14.4","1.0","2.6","4.078","0.039","1.5","2.4"
"3004A05","부리","2021/01/19","1회차","127°35'36.86""","36°2'56.1""","12:20","14.4","0.5","3.5","1.423","0.007","1.8","0.9"
"3008A02","상곡천","2021/01/19","1회차","127°34'3.84""","36°13'11.72""","13:50","14.0","0.5","2.2","2.720","0.009","0.7","0.5"
"3004A50","영동","2021/01/19","1회차","127°42'27.7""","36°12'43.4""","11:45","","","","","","",""
"3002A40","용담","2021/01/19","1회차","127°32'7.38""","35°58'14.91""","11:50","14.0","0.3","3.5","1.256","0.005","1.8","0.9"
"3006A05","이원","2021/01/19","1회차","127°40'10.1""","36°14'25""","12:00","14.8","0.7","3.1","1.913","0.005","1.7","2.5"
"3001A30","정자천","2021/01/19","1회차","127°26'24.81""","35°51'22.74""","11:00","16.6","0.5","2.1","2.174","0.028","0.8","0.5"
"3004A20","제원1","2021/01/19","1회차","127°34'.88""","36°6'39.83""","13:00","14.1","0.9","3.2","1.411","0.006","1.6","0.9"
"3004A40","제원2","2021/01/19","1회차","127°35'21.55""","36°6'59.03""","11:00","14.6","0.6","3.5","1.717","0.009","1.8","1.6"
"3005A30","초강2","2021/01/19","1회차","127°43'17.6""","36°13'49""","13:00","14.9","0.7","2.8","2.493","0.007","1.3","0.8"
"3008A05","추풍천","2021/01/19","1회차","127°30'35.24""","36°14'21.29""","14:00","17.5","0.7","3.0","4.918","0.063","1.1","1.2"
"3012A20","공주1","2021/01/19","2회차","127°7'27.58""","36°27'59.19""","11:30","14.3","1.7","6.4","5.513","0.044","4.1","2.1"
"3012A32","금강","2021/01/19","2회차","127°6'.1""","36°27'52.7""","10:30","13.9","2.1","6.4","5.268","0.044","4.0","2.7"
"3012A42","부여","2021/01/19","2회차","126°56'39.9""","36°19'19.5""",":","","","","","","",""
"3006A10","옥천","2021/01/19","3회차","127°38'44.8""","36°16'59.6""","10:45","14.5","0.8","2.9","2.283","0.007","1.5","1.4"
"3008A60","현도","2021/01/19","3회차","127°27'9.78""","36°26'56.95""","09:55","12.0","0.9","4.0","1.264","0.009","2.1","2.2"
"3008A52","대청","2021/01/20","1회차","127°28'30.32""","36°28'33.27""","10:40","10.8","0.6","4.4","1.380","0.012","2.3","1.3"
"3011A53","무심천1","2021/01/20","1회차","127°30'6.27""","36°35'6.1""","11:40","14.9","1.1","3.4","3.349","0.107","1.7","1.1"
"3011A65","무심천3","2021/01/20","1회차","127°27'16.1""","36°40'30.8""","13:30","14.6","3.9","6.1","3.199","0.136","4.0","4.1"
"3011A15","미호강2","2021/01/20","1회차","127°27'41.89""","36°56'10.41""","10:40","14.6","4.8","6.9","6.865","0.183","3.9","6.0"
"3011A40","미호강5","2021/01/20","1회차","127°30'34.8""","36°46'19.7""",":","","","","","","",""
"3011A84","미호강9","2021/01/20","1회차","127°18'59.57""","36°34'55.88""","13:50","12.0","7.4","9.8","10.506","0.145","6.7","9.0"
"3010A30","백천","2021/01/20","1회차","127°21'41.41""","36°31'33.81""","12:50","14.6","1.1","3.8","3.184","0.042","1.7","12.5"
"3011A78","병천천1","2021/01/20","1회차","127°19'33.72""","36°43'27.09""","12:30","12.7","4.0","7.4","6.965","0.135","4.1","4.7"
"3011A43","보강천1","2021/01/20","1회차","127°34'49.96""","36°47'12.95""","12:30","15.0","2.0","5.1","3.842","0.055","2.6","3.3"
"3011A68","석남천","2021/01/20","1회차","127°23'17.65""","36°39'34.28""","14:50","11.4","3.0","5.9","14.702","0.034","3.8","4.0"
"3011A48","성암천","2021/01/20","1회차","127°27'39.63""","36°44'42.04""","11:00","12.7","6.8","7.9","2.554","0.056","4.0","5.0"
"3010A15","세종1","2021/01/20","1회차","127°23'23.41""","36°29'44.91""","14:30","14.3","1.7","6.4","4.838","0.043","3.9","3.8"
"3011A79","용두천","2021/01/20","1회차","127°23'50.27""","36°45'28.08""","15:00","17.0","1.8","6.1","6.393","0.234","3.1","2.2"
"3008A55","용호천","2021/01/20","1회차","127°27'8.04""","36°26'53.6""","10:30","15.4","0.5","2.7","1.666","0.009","1.0","0.8"
"3203A40","웅천천2","2021/01/20","1회차","126°35'46.6""","36°13'29.3""","11:45","14.4","0.9","3.1","2.714","0.021","1.4","2.2"
"3009A30","유등천1","2021/01/20","1회차","127°22'20.25""","36°14'58.74""","10:00","13.6","0.8","2.2","2.312","0.007","0.9","0.5"
"3011A87","조천2","2021/01/20","1회차","127°17'58.66""","36°35'8.48""","15:10","14.2","1.5","5.7","3.825","0.056","2.7","3.3"
"3101A52","천안천3","2021/01/20","1회차","127°5'23""","36°46'30""","10:50","10.2","7.8","12.2","11.640","0.248","7.9","9.8"
"3011A17","한천","2021/01/20","1회차","127°30'18.88""","36°54'42.61""","11:25","14.4","2.8","6.0","7.282","0.181","3.4","4.4"
"3009A80","갑천7","2021/01/20","2회차","127°23'59.87""","36°27'13.72""","14:30","12.1","3.6","9.4","8.683","0.112","6.2","5.0"
"3101A60","곡교천2","2021/01/20","2회차","126°56'2.2""","36°49'17.9""","13:20","10.3","6.6","10.1","9.074","0.186","5.9","4.0"
"3011A97","미호강10","2021/01/20","2회차","127°19'8.29""","36°31'29.17""","13:50","13.6","2.1","8.3","8.421","0.080","5.0","6.4"
"3010A20","부강","2021/01/20","2회차","127°21'49.14""","36°30'59.78""","12:10","13.5","1.1","6.0","4.301","0.036","3.5","2.2"
"3014A10","강경","2021/01/21","1회차","127°0'23.9""","36°9'15.3""","14:20","12.6","2.1","6.3","5.439","0.034","3.6","6.4"
"3014A50","금강갑문","2021/01/21","1회차","126°45'10.9""","36°0'52.4""","11:40","17.5","4.1","8.1","4.538","0.036","5.1","11.7"
"3012A65","금천","2021/01/21","1회차","126°53'7.52""","36°14'53.49""","12:10","14.8","2.4","4.6","3.796","0.089","2.4","10.3"
"3014A45","길산천2","2021/01/21","1회차","126°44'23.17""","36°2'41.9""","12:30","13.5","2.0","6.0","3.849","0.068","3.6","8.0"
"3101A70","남원천","2021/01/21","1회차","126°46'35.94""","36°51'31.43""","11:20","13.8","3.1","8.1","10.216","0.222","4.7","3.6"
"3013A17","노성천1","2021/01/21","1회차","127°8'21.07""","36°18'35.24""","12:50","15.9","0.6","2.6","3.435","0.077","0.9","1.5"
"3013A05","논산천1","2021/01/21","1회차","127°15'31.02""","36°7'11.05""","10:30","13.7","0.5","2.2","1.907","0.009","0.6","0.1"
"3012A17","대교천2","2021/01/21","1회차","127°14'17.58""","36°28'26.45""","11:40","14.4","1.4","4.5","2.778","0.078","2.0","2.8"
"3012A37","목면","2021/01/21","1회차","127°0'31.9""","36°23'3.6""","12:10","14.0","3.7","6.7","5.128","0.031","3.9","3.4"
"3014A15","산북천","2021/01/21","1회차","126°56'32.99""","36°6'28.06""","10:50","11.9","16.8","15.6","13.497","1.050","12.1","15.3"
"3012A73","석성천1","2021/01/21","1회차","127°4'2.08""","36°15'40.69""","10:10","13.7","1.5","4.3","4.079","0.119","1.8","13.0"
"3012A77","석성천3","2021/01/21","1회차","126°59'47.88""","36°12'13.96""","11:30","15.4","1.4","5.4","4.915","0.141","2.7","5.4"
"3012A19","세종2","2021/01/21","1회차","127°11'46""","36°26'29.98""","11:10","13.2","3.0","6.2","6.140","0.041","4.2","3.1"
"3012A05","연기","2021/01/21","1회차","127°16'15.4""","36°28'40.7""","10:20","12.9","4.8","7.5","6.334","0.052","4.4","6.9"
"3013A15","연산천","2021/01/21","1회차","127°13'38.95""","36°14'44.46""","12:00","13.5","1.4","6.1","3.582","0.159","2.9","214.0"
"3012A08","용수천1","2021/01/21","1회차","127°16'30.81""","36°25'40.22""","10:00","15.1","0.5","3.0","2.374","0.011","1.1","0.7"
"3012A10","용수천2","2021/01/21","1회차","127°16'25.68""","36°27'31.68""","10:50","16.0","0.4","2.6","1.977","0.016","1.3","0.9"
"3012A35","유구천","2021/01/21","1회차","127°3'4.34""","36°28'5.61""","14:00","14.4","0.5","2.4","2.824","0.011","1.0","1.2"
"3012A53","정동","2021/01/21","1회차","126°55'23.9""","36°18'11.6""","13:10","14.2","4.7","7.1","5.406","0.027","4.1","9.0"
"3012A25","정안천","2021/01/21","1회차","127°7'32.07""","36°28'17.16""","14:10","14.4","0.7","2.5","3.712","0.024","1.2","1.7"
"3012A52","지천2","2021/01/21","1회차","126°54'48.92""","36°19'18.79""","13:20","14.6","0.5","3.6","2.992","0.029","1.4","1.7"
"3012A30","곰나루","2021/01/21","3회차","127°6'39.64""","36°28'27.75""","09:52","13.6","1.8","6.2","5.601","0.041","3.5","2.4"
"3012A40","공주2","2021/01/21","3회차","126°59'13.8""","36°20'31.3""","10:22","14.1","1.9","6.6","5.355","0.037","3.5","2.9"
