"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3001A05","구량천","2019/01/07","1회차","127°36'53.72""","35°52'.65""","10:20","14.4","0.5","2.8","3.361","0.010","1.5","0.9"
"3012A32","금강","2019/01/07","1회차","127°6'.1""","36°27'52.7""","10:10","14.5","1.5","6.1","6.148","0.055","4.0","2.6"
"3005A25","금상천","2019/01/07","1회차","127°51'28.26""","36°15'20.36""","11:00","14.4","0.3","1.8","1.833","0.006","0.9","2.2"
"3101A70","남원천","2019/01/07","1회차","126°46'35.94""","36°51'31.43""","13:40","","","","","","",""
"3201A10","당진천1","2019/01/07","1회차","126°37'28""","36°53'48.7""","10:10","12.2","1.1","4.4","2.523","0.031","1.2","18.7"
"3008A40","대청댐","2019/01/07","1회차","127°28'35.5""","36°22'16.2""","15:15","12.5","0.6","4.3","1.394","0.009","2.8","0.9"
"3202A60","도당천","2019/01/07","1회차","126°31'8.76""","36°44'8.16""","12:25","12.7","1.7","3.7","4.199","0.024","1.9","1.6"
"3202A30","둔당천","2019/01/07","1회차","126°25'48.66""","36°45'39.39""","11:25","10.4","1.5","3.8","7.113","0.059","1.8","3.2"
"3003A30","무주남대천3","2019/01/07","1회차","127°37'12.64""","36°0'9.1""","10:00","16.2","0.7","2.4","3.045","0.009","1.3","0.1"
"3011A25","백곡천1","2019/01/07","1회차","127°22'47.6""","36°52'52.4""","11:34","14.9","0.8","1.6","2.248","0.019","0.9","0.4"
"3011A30","백곡천2","2019/01/07","1회차","127°27'41.39""","36°51'16.3""","12:41","14.0","1.7","3.8","1.433","0.291","2.3","11.4"
"3007A40","보청천3","2019/01/07","1회차","127°49'4.7""","36°22'36.72""","12:30","16.8","0.6","2.2","2.943","0.010","1.2","0.4"
"3004A05","부리","2019/01/07","1회차","127°35'36.86""","36°2'56.1""","10:50","15.7","0.6","3.9","1.711","0.007","2.2","0.3"
"3012A42","부여","2019/01/07","1회차","126°56'39.9""","36°19'19.5""","","","","","","","",""
"3101A05","삽교천1","2019/01/07","1회차","126°43'52.1""","36°41'12.2""","10:50","15.4","1.9","4.7","7.038","0.117","2.9","9.1"
"3101A10","삽교천2","2019/01/07","1회차","126°45'17.57""","36°44'9.85""","11:05","15.7","1.6","4.8","6.186","0.125","2.4","15.6"
"3101A15","삽교천3","2019/01/07","1회차","126°48'53.6""","36°46'26.7""","11:20","15.6","1.8","4.7","6.411","0.100","2.7","8.9"
"3008A02","상곡천","2019/01/07","1회차","127°34'3.84""","36°13'11.72""","13:00","15.0","0.3","1.6","2.206","0.004","0.7","0.2"
"3202A80","와룡천","2019/01/07","1회차","126°32'59""","36°36'1.1""","12:45","11.2","1.5","3.3","5.260","0.028","1.4","1.6"
"3002A40","용담","2019/01/07","1회차","127°32'7.38""","35°58'14.91""","10:20","11.8","0.6","3.9","1.425","0.009","2.2","0.8"
"3203A30","웅천천1","2019/01/07","1회차","126°40'33.41""","36°17'27.1""","15:30","15.2","1.2","1.5","2.620","0.006","0.5","2.2"
"3006A05","이원","2019/01/07","1회차","127°40'10.1""","36°14'25""","12:30","14.8","1.0","3.0","2.279","0.007","1.8","0.7"
"3202A20","장검천","2019/01/07","1회차","126°23'23.64""","36°43'16.32""","11:10","12.5","1.4","4.5","8.476","0.086","2.1","2.0"
"3301A25","전주천1","2019/01/07","1회차","127°10'13.75""","35°48'7.28""","10:35","12.6","0.5","1.0","2.178","0.006","0.6","0.4"
"3001A30","정자천","2019/01/07","1회차","127°26'24.81""","35°51'22.74""","11:30","15.1","0.4","1.8","2.215","0.006","0.7","0.7"
"3004A40","제원2","2019/01/07","1회차","127°35'21.55""","36°6'59.03""","10:30","14.0","0.7","3.5","1.994","0.009","2.0","1.1"
"3101A52","천안천3","2019/01/07","1회차","127°5'23""","36°46'30""","11:00","10.6","9.3","8.1","7.892","0.430","7.1","5.6"
"3202A50","청지천","2019/01/07","1회차","126°28'31.8""","36°46'4.08""","12:10","11.5","3.4","6.0","4.312","0.064","2.9","1.0"
"3005A30","초강2","2019/01/07","1회차","127°43'17.6""","36°13'49""","13:10","14.0","0.7","3.0","2.693","0.012","1.5","0.7"
"3011A35","초평천","2019/01/07","1회차","127°31'17.6""","36°50'42.5""","13:15","14.2","1.1","1.8","2.567","0.024","1.2","5.8"
"3008A05","추풍천","2019/01/07","1회차","127°30'35.24""","36°14'21.29""","13:00","16.6","0.5","1.7","4.821","0.018","0.8","0.7"
"3011A10","칠장천","2019/01/07","1회차","127°27'9.37""","36°58'16.91""","10:18","13.8","3.0","5.6","5.709","0.097","3.2","13.1"
"3202A10","태안천","2019/01/07","1회차","126°19'43.38""","36°44'22.91""","10:50","11.0","5.9","11.4","8.911","0.589","3.9","28.7"
"3009A80","갑천7","2019/01/08","1회차","127°23'59.87""","36°27'13.72""","15:20","13.4","4.2","9.0","9.052","0.123","6.4","10.0"
"3101A60","곡교천2","2019/01/08","1회차","126°56'2.2""","36°49'17.9""","12:20","9.8","4.0","9.5","9.844","0.380","6.9","6.0"
"3012A15","대교천1","2019/01/08","1회차","127°12'31.7""","36°29'58.8""","10:20","12.3","2.8","3.1","2.286","0.037","1.3","3.5"
"3008A52","대청","2019/01/08","1회차","127°28'30.32""","36°28'33.27""","14:30","12.8","0.4","4.0","1.623","0.019","2.6","0.9"
"3011A53","무심천1","2019/01/08","1회차","127°30'6.27""","36°35'6.1""","10:00","13.5","0.9","3.0","3.098","0.077","1.5","0.5"
"3011A60","무심천2","2019/01/08","1회차","127°29'1.82""","36°38'8.85""","14:11","16.3","1.6","3.2","2.528","0.057","1.7","4.2"
"3011A65","무심천3","2019/01/08","1회차","127°27'16.1""","36°40'30.8""","11:40","13.9","1.9","3.8","2.811","0.082","2.6","2.5"
"3101A25","무한천2","2019/01/08","1회차","126°49'49.7""","36°43'59.2""","14:10","11.7","3.0","6.4","6.723","0.082","3.0","2.4"
"3011A97","미호강10","2019/01/08","1회차","127°19'8.29""","36°31'29.17""","14:00","13.7","1.8","6.4","7.744","0.076","4.4","4.0"
"3011A15","미호강2","2019/01/08","1회차","127°27'41.89""","36°56'10.41""","10:30","14.9","2.4","6.1","7.939","0.159","3.8","3.5"
"3011A40","미호강5","2019/01/08","1회차","127°30'34.8""","36°46'19.7""","","","","","","","",""
"3011A84","미호강9","2019/01/08","1회차","127°18'59.57""","36°34'55.88""","13:00","13.2","2.6","6.9","7.641","0.071","4.7","4.6"
"3010A30","백천","2019/01/08","1회차","127°21'41.41""","36°31'33.81""","12:10","14.7","1.4","3.3","3.249","0.072","1.9","27.6"
"3011A78","병천천1","2019/01/08","1회차","127°19'33.72""","36°43'27.09""","10:20","12.1","3.9","6.9","5.041","0.153","4.5","3.4"
"3011A80","병천천2","2019/01/08","1회차","127°20'53.3""","36°38'24.6""","14:41","13.9","5.0","8.8","3.647","0.064","3.0","2.3"
"3011A43","보강천1","2019/01/08","1회차","127°34'49.96""","36°47'12.95""","12:00","13.8","0.7","2.9","3.259","0.062","1.6","1.6"
"3011A45","보강천2","2019/01/08","1회차","127°34'20.86""","36°47'1.91""","13:36","13.5","1.5","2.4","3.317","0.061","1.4","1.5"
"3010A20","부강","2019/01/08","1회차","127°21'49.14""","36°30'59.78""","11:30","12.7","1.1","5.3","4.727","0.051","3.6","2.4"
"3101A45","삼용천","2019/01/08","1회차","127°9'11.04""","36°47'52.98""","12:21","13.3","6.5","9.5","3.896","0.183","2.7","2.0"
"3301A30","삼천1","2019/01/08","1회차","127°7'4.92""","35°46'21.37""","13:50","12.2","1.0","3.6","4.034","0.126","1.6","7.6"
"3301A35","삼천2","2019/01/08","1회차","127°6'43.22""","35°48'49""","13:20","12.7","1.2","4.1","3.617","0.092","1.9","4.6"
"3301A37","삼천3","2019/01/08","1회차","127°6'21.83""","35°50'8.93""","11:55","12.9","1.1","3.9","3.491","0.087","1.9","2.2"
"3011A68","석남천","2019/01/08","1회차","127°23'17.65""","36°39'34.28""","12:20","9.8","5.5","6.1","15.788","0.042","5.3","3.4"
"3011A48","성암천","2019/01/08","1회차","127°27'39.63""","36°44'42.04""","13:20","13.4","1.3","3.1","3.474","0.048","1.8","2.2"
"3010A15","세종1","2019/01/08","1회차","127°23'23.41""","36°29'44.91""","10:00","8.7","1.3","5.3","4.802","0.034","3.6","2.0"
"3101A55","온천천","2019/01/08","1회차","126°59'31.56""","36°47'45.24""","13:30","10.3","9.3","26.8","3.496","0.207","10.3","32.0"
"3011A79","용두천","2019/01/08","1회차","127°23'50.27""","36°45'28.08""","14:00","14.9","1.3","3.8","4.498","0.101","2.1","1.6"
"3008A55","용호천","2019/01/08","1회차","127°27'8.04""","36°26'53.6""","10:50","15.6","0.5","2.2","2.322","0.041","1.1","3.0"
"3101A40","원성천","2019/01/08","1회차","127°9'11.88""","36°48'1.44""","12:20","6.1","2.5","7.6","5.631","0.698","4.2","2.4"
"3009A30","유등천1","2019/01/08","1회차","127°22'20.25""","36°14'58.74""","10:00","15.3","0.4","1.8","2.951","0.018","0.8","0.5"
"3011A85","조천1","2019/01/08","1회차","127°18'20.9""","36°36'11.8""","10:50","12.4","2.5","3.6","2.346","0.033","1.3","2.0"
"3011A87","조천2","2019/01/08","1회차","127°17'58.66""","36°35'8.48""","11:10","13.4","1.2","4.1","5.274","0.053","2.4","2.7"
"3101A35","천안천1","2019/01/08","1회차","127°8'46.27""","36°47'57.12""","12:30","10.3","5.4","7.9","4.191","0.299","3.2","2.5"
"3101A50","천안천2","2019/01/08","1회차","127°6'48.36""","36°46'51.62""","12:40","9.7","8.0","17.5","9.909","0.446","6.0","8.0"
"3011A17","한천","2019/01/08","1회차","127°30'18.88""","36°54'42.61""","11:10","14.3","1.4","3.8","6.201","0.111","2.1","6.8"
"3012A30","곰나루","2019/01/08","2회차","127°6'39.64""","36°28'27.75""","09:20","15.5","1.7","6.3","5.364","0.054","3.2","4.0"
"3012A40","공주2","2019/01/08","2회차","126°59'13.8""","36°20'31.3""","09:51","16.6","1.6","6.4","5.885","0.046","3.7","13.9"
"3012A60","부여1","2019/01/08","2회차","126°53'32.8""","36°16'32.6""","10:11","15.9","1.5","5.7","5.018","0.041","3.4","2.5"
"3012A70","부여2","2019/01/08","2회차","126°56'56.1""","36°14'39.1""","10:26","16.4","2.1","5.8","4.996","0.039","3.6","8.3"
"3012A80","성동","2019/01/08","2회차","127°0'12.73""","36°10'22.52""","11:20","16.3","3.3","6.8","4.694","0.080","4.5","6.5"
"3014A30","양화","2019/01/08","2회차","126°52'24.13""","36°6'27.13""","10:59","17.2","3.9","7.3","4.605","0.057","4.5","10.0"
"3014A10","강경","2019/01/09","1회차","127°0'23.9""","36°9'15.3""","11:00","15.1","3.1","6.5","4.955","0.066","4.2","10.4"
"3301A05","고산","2019/01/09","1회차","127°13'1.5""","35°58'27.7""","10:05","18.3","0.5","3.4","2.280","정량한계미만","2.2","0.6"
"3101A30","곡교천1","2019/01/09","1회차","127°7'36.85""","36°45'8.02""","12:00","9.7","2.5","4.1","5.135","0.052","2.4","1.6"
"3203A10","광천천","2019/01/09","1회차","126°38'32.28""","36°30'43.56""","12:25","12.2","3.2","21.0","28.595","0.430","9.6","3.2"
"3014A50","금강갑문","2019/01/09","1회차","126°45'10.9""","36°0'52.4""","13:30","17.6","3.9","8.2","3.731","0.051","5.9","11.1"
"3012A65","금천","2019/01/09","1회차","126°53'7.52""","36°14'53.49""","13:20","16.7","0.9","3.4","3.447","0.062","1.9","3.0"
"3014A40","길산천1","2019/01/09","1회차","126°43'50.96""","36°4'28.9""","11:00","12.5","2.2","4.4","1.949","0.034","2.6","3.2"
"3014A45","길산천2","2019/01/09","1회차","126°44'23.17""","36°2'41.9""","14:10","15.3","1.2","4.3","2.917","0.064","2.8","4.4"
"3013A50","논산천4","2019/01/09","1회차","127°0'38.2""","36°9'57.3""","","","","","","","",""
"3012A17","대교천2","2019/01/09","1회차","127°14'17.58""","36°28'26.45""","11:30","14.5","1.2","3.1","2.863","0.067","1.8","1.4"
"3203A20","대천천","2019/01/09","1회차","126°35'55.3""","36°20'48.1""","11:55","13.6","4.8","4.9","3.691","0.120","2.0","1.5"
"3301A54","마산천","2019/01/09","1회차","126°59'59.6""","35°52'55.9""","10:50","13.7","2.8","5.7","6.938","0.224","2.3","47.3"
"3012A37","목면","2019/01/09","1회차","127°0'31.9""","36°23'3.6""","","","","","","","",""
"3101A20","무한천1","2019/01/09","1회차","126°47'9.54""","36°34'7.72""","09:40","13.6","2.3","4.0","3.639","0.036","5.7","7.2"
"3011A05","미호강1","2019/01/09","1회차","127°30'1.94""","36°58'50.02""","10:35","15.4","5.0","7.7","9.187","0.620","4.5","3.8"
"3011A20","미호강3","2019/01/09","1회차","127°30'12.6""","36°50'44.1""","11:00","15.9","4.0","5.2","6.530","0.344","3.4","10.1"
"3011A32","미호강4","2019/01/09","1회차","127°29'36""","36°49'33.4""","11:10","16.4","3.3","6.0","5.521","0.088","2.9","3.0"
"3011A50","미호강6","2019/01/09","1회차","127°28'32.3""","36°42'50.4""","11:35","16.5","3.8","4.2","4.283","0.065","2.5","3.2"
"3011A70","미호강7","2019/01/09","1회차","127°22'58.9""","36°39'30.1""","11:52","15.6","3.7","5.8","5.894","0.078","3.4","3.7"
"3011A82","미호강8","2019/01/09","1회차","127°21'2.58""","36°37'22.73""","12:36","14.4","5.9","7.3","8.887","0.168","3.9","90.1"
"3014A15","산북천","2019/01/09","1회차","126°56'32.99""","36°6'28.06""","12:30","14.8","5.0","7.2","8.265","0.830","4.9","9.6"
"3301A45","삼례","2019/01/09","1회차","127°4'3.2""","35°53'54.4""","10:30","12.4","2.4","10.8","9.363","0.073","5.3","5.1"
"3012A73","석성천1","2019/01/09","1회차","127°4'2.08""","36°15'40.69""","11:00","14.7","1.4","3.5","4.778","0.082","1.9","4.2"
"3012A77","석성천3","2019/01/09","1회차","126°59'47.88""","36°12'13.96""","10:00","16.1","1.3","3.8","4.907","0.098","2.4","2.9"
"3005A27","석천","2019/01/09","1회차","127°54'45.5""","36°16'58.5""","12:48","13.9","0.5","3.4","3.644","0.030","1.2","0.4"
"3012A19","세종2","2019/01/09","1회차","127°11'46""","36°26'29.98""","11:10","13.9","1.3","5.7","5.697","0.050","3.8","2.1"
"3301A10","소양천1","2019/01/09","1회차","127°13'26.42""","35°51'11.74""","11:50","13.2","0.5","1.8","3.201","0.007","0.7","0.6"
"3301A15","소양천2","2019/01/09","1회차","127°9'25.45""","35°52'30.33""","11:30","13.7","0.9","2.7","5.371","0.045","1.2","1.2"
"3012A05","연기","2019/01/09","1회차","127°16'15.4""","36°28'40.7""","10:00","14.4","1.5","6.0","5.692","0.058","4.1","2.8"
"3004A60","영동천1","2019/01/09","1회차","127°46'28""","36°10'25.9""","10:59","15.3","0.8","2.8","3.371","0.030","1.0","1.8"
"3004A70","영동천2","2019/01/09","1회차","127°43'.84""","36°12'37.44""","10:38","14.7","0.9","2.8","5.617","0.041","1.7","1.4"
"3012A08","용수천1","2019/01/09","1회차","127°16'30.81""","36°25'40.22""","09:40","14.3","0.5","1.8","2.349","0.015","0.9","0.8"
"3012A10","용수천2","2019/01/09","1회차","127°16'25.68""","36°27'31.68""","10:20","14.4","0.4","1.9","2.071","0.020","1.0","1.5"
"3301A57","용암천","2019/01/09","1회차","126°56'20.5""","35°52'34""","10:30","13.7","2.7","8.0","9.091","0.157","4.4","7.2"
"3012A35","유구천","2019/01/09","1회차","127°3'4.34""","36°28'5.61""","10:50","15.6","0.5","1.9","3.112","0.018","1.1","1.5"
"3012A55","은산천","2019/01/09","1회차","126°52'17.5""","36°17'44.5""","10:30","12.3","3.1","3.7","2.994","0.030","1.1","1.6"
"3301A51","익산천1","2019/01/09","1회차","127°2'6.9""","35°55'29.7""","10:45","15.0","1.0","4.7","4.387","0.092","2.3","3.5"
"3301A52","익산천2","2019/01/09","1회차","127°1'57.9""","35°55'8.8""","10:55","14.9","1.0","5.4","4.413","0.084","2.2","3.6"
"3301A53","익산천3","2019/01/09","1회차","127°1'47.6""","35°54'9.2""","11:00","15.1","1.2","5.3","4.111","0.083","2.7","3.4"
"3012A53","정동","2019/01/09","1회차","126°55'23.9""","36°18'11.6""","12:40","15.9","1.1","5.5","5.573","0.041","3.4","1.8"
"3012A25","정안천","2019/01/09","1회차","127°7'32.07""","36°28'17.16""","10:00","12.1","1.5","3.3","4.394","0.066","1.7","3.4"
"3012A50","지천1","2019/01/09","1회차","126°51'31.9""","36°19'33.9""","10:20","14.2","2.5","2.9","3.069","0.016","1.4","1.6"
"3012A52","지천2","2019/01/09","1회차","126°54'48.92""","36°19'18.79""","12:20","16.3","0.5","2.5","3.249","0.039","1.2","1.5"
"3005A20","초강1","2019/01/09","1회차","127°55'55.8""","36°12'20.1""","11:14","13.9","0.6","1.2","1.919","0.033","0.7","0.3"
"3005A10","추풍령천","2019/01/09","1회차","127°56'14.7""","36°13'13.7""","11:42","14.6","0.7","2.2","2.720","0.045","1.5","1.4"
"3203A50","판교천","2019/01/09","1회차","126°40'43.68""","36°5'30.12""","11:20","11.8","1.6","4.5","1.718","0.038","2.5","0.8"
"3302A52","고부천3","2019/01/10","1회차","126°46'46.16""","35°44'27.67""","10:50","17.1","2.4","6.6","4.845","0.181","4.3","18.0"
"3301A55","김제","2019/01/10","1회차","126°57'24""","35°54'24.5""","12:30","14.4","6.4","9.6","8.137","0.107","7.1","17.0"
"3013A17","노성천1","2019/01/10","1회차","127°8'21.07""","36°18'35.24""","11:00","15.3","0.5","1.9","3.342","0.045","1.1","1.5"
"3013A05","논산천1","2019/01/10","1회차","127°15'31.02""","36°7'11.05""","13:20","15.2","0.4","1.3","2.282","0.009","0.6","0.5"
"3201A20","당진천2","2019/01/10","1회차","126°37'45.6""","36°56'29.4""","10:22","15.1","3.5","3.9","6.577","0.209","3.8","2.5"
"3302A05","동진강1","2019/01/10","1회차","126°58'42.1""","35°36'57.9""","09:59","13.5","0.6","4.2","1.731","0.015","2.4","1.3"
"3302A10","동진강2","2019/01/10","1회차","126°52'4.23""","35°40'58.97""","10:15","14.3","0.9","4.8","4.653","0.081","2.8","2.4"
"3302A40","동진강3","2019/01/10","1회차","126°49'2.7""","35°43'2.9""","13:00","14.9","1.9","7.4","8.224","0.065","5.4","3.0"
"3007A10","보청천1","2019/01/10","1회차","127°40'39.8""","36°32'32""","11:26","13.9","0.5","1.0","1.759","0.025","0.5","0.8"
"3007A20","보청천2","2019/01/10","1회차","127°43'26.8""","36°28'54.8""","11:42","13.8","0.6","1.2","2.281","0.024","0.5","1.6"
"3007A35","삼가천","2019/01/10","1회차","127°48'42.2""","36°26'14""","13:03","13.5","0.4","1.2","2.455","0.030","0.6","0.6"
"3013A15","연산천","2019/01/10","1회차","127°13'38.95""","36°14'44.46""","10:00","13.7","0.7","2.5","3.236","0.034","0.9","4.8"
"3302A55","원평천1","2019/01/10","1회차","126°55'6.9""","35°44'48.3""","10:39","14.4","1.2","5.3","3.961","0.039","2.3","2.8"
"3302A65","원평천3","2019/01/10","1회차","126°47'47.6""","35°46'50.1""","11:20","16.9","2.3","6.6","4.259","0.146","4.6","14.2"
"3301A20","전주","2019/01/10","1회차","127°5'59.1""","35°53'46.7""","11:00","15.1","3.3","5.6","3.316","0.161","3.4","8.6"
"3301A40","전주천7","2019/01/10","1회차","127°5'26.1""","35°52'59.1""","11:40","10.1","4.3","14.7","13.329","0.100","9.6","4.7"
"3302A35","정읍천4","2019/01/10","1회차","126°51'49.2""","35°40'45.67""","11:00","14.7","3.0","9.8","9.066","0.073","7.0","6.0"
"3301A60","탑천","2019/01/10","1회차","126°51'23.7""","35°55'30.3""","12:00","11.0","6.0","9.9","9.104","0.243","7.3","12.7"
"3008A50","품곡천","2019/01/10","1회차","127°31'32.9""","36°30'48.8""","10:12","13.7","0.3","1.4","2.148","0.031","0.7","2.2"
"3007A30","항건천","2019/01/10","1회차","127°41'17""","36°28'48.5""","10:59","12.4","0.3","1.0","2.559","0.028","0.5","0.7"
"3008A20","회인천","2019/01/10","1회차","127°25'55.5""","36°31'22.27""","10:34","14.4","0.2","1.0","3.064","0.021","0.4","0.5"
"3013A20","노성천2","2019/01/11","1회차","127°5'37.04""","36°13'8.6""","12:45","11.8","2.2","3.0","3.461","0.027","1.1","5.2"
"3013A10","논산천2","2019/01/11","1회차","127°12'9.59""","36°10'28.47""","11:35","12.3","1.8","1.9","3.542","0.021","0.7","8.4"
"3013A30","논산천3","2019/01/11","1회차","127°4'49.8""","36°12'35.44""","12:40","11.6","2.5","2.9","3.729","0.051","1.1","6.0"
"3009A05","두계천","2019/01/11","1회차","127°15'13.7""","36°16'51.9""","11:10","11.9","2.0","2.8","2.100","0.034","0.9","3.2"
"3013A40","방축천","2019/01/11","1회차","127°3'12.67""","36°10'22.65""","12:17","10.8","13.2","14.0","8.889","0.253","3.1","6.4"
"3007A50","보청천4","2019/01/11","1회차","127°41'25.4""","36°17'36.8""","09:52","15.8","1.7","2.8","2.413","0.015","1.8","1.0"
"3012A75","석성천2","2019/01/11","1회차","127°1'52.89""","36°14'6.46""","12:55","11.5","2.1","2.9","3.970","0.044","1.4","6.4"
"3013A60","수철천","2019/01/11","1회차","127°5'37.8""","36°6'3.72""","11:55","12.9","2.2","2.7","4.615","0.109","1.0","5.6"
"3006A20","우산","2019/01/11","1회차","127°40'27.2""","36°16'39.8""","09:44","15.9","1.6","3.5","2.509","0.013","2.1","1.0"
"3006A10","옥천","2019/01/11","2회차","127°38'44.8""","36°16'59.6""","09:36","15.8","1.9","3.5","3.625","0.022","2.3","1.4"
"3008A60","현도","2019/01/11","2회차","127°27'9.78""","36°26'56.95""","10:30","12.9","1.4","4.7","1.534","0.017","3.0","1.5"
"3203A40","웅천천2","2019/01/14","1회차","126°35'46.6""","36°13'29.3""","10:34","14.4","0.6","3.7","2.878","0.312","1.8","1.7"
"3302A25","정읍천1","2019/01/14","1회차","126°52'22.8""","35°33'1.9""","11:00","13.1","0.4","2.0","1.242","0.010","0.9","1.6"
"3302A30","정읍천2","2019/01/14","1회차","126°50'20.4""","35°34'12""","11:25","13.2","1.3","3.4","2.656","0.033","1.5","4.6"
"3302A33","정읍천3","2019/01/14","1회차","126°49'38.6""","35°35'2.8""","12:20","13.9","1.1","3.5","2.486","0.017","1.7","2.6"
"3302A32","천원천","2019/01/14","1회차","126°49'38.6""","35°34'15.6""","11:50","13.2","0.9","3.9","2.722","0.037","1.7","6.0"
"3009A80","갑천7","2019/01/14","2회차","127°23'59.87""","36°27'13.72""","15:00","11.5","2.1","7.2","8.067","0.070","5.4","2.6"
"3012A20","공주1","2019/01/14","2회차","127°7'27.58""","36°27'59.19""","11:30","12.3","1.5","6.3","5.474","0.054","4.1","4.9"
"3012A32","금강","2019/01/14","2회차","127°6'.1""","36°27'52.7""","10:30","13.6","1.7","6.9","5.290","0.050","4.0","2.7"
"3101A70","남원천","2019/01/14","2회차","126°46'35.94""","36°51'31.43""","11:10","","","","","","",""
"3008A52","대청","2019/01/14","2회차","127°28'30.32""","36°28'33.27""","09:50","10.4","0.4","4.0","1.584","0.012","2.5","0.8"
"3008A40","대청댐","2019/01/14","2회차","127°28'35.5""","36°22'16.2""","14:50","12.9","0.6","4.4","1.467","0.011","2.9","0.5"
"3011A53","무심천1","2019/01/14","2회차","127°30'6.27""","36°35'6.1""","10:00","14.1","1.1","3.3","2.777","0.073","1.7","2.8"
"3011A65","무심천3","2019/01/14","2회차","127°27'16.1""","36°40'30.8""","11:20","14.6","1.9","4.1","2.596","0.082","2.9","2.9"
"3011A97","미호강10","2019/01/14","2회차","127°19'8.29""","36°31'29.17""","13:30","11.9","2.6","7.0","7.190","0.085","4.6","6.1"
"3011A15","미호강2","2019/01/14","2회차","127°27'41.89""","36°56'10.41""","11:00","14.4","2.6","6.1","6.913","0.166","4.0","3.7"
"3011A40","미호강5","2019/01/14","2회차","127°30'34.8""","36°46'19.7""","14:00","14.6","1.9","5.1","4.694","0.071","3.2","3.8"
"3011A84","미호강9","2019/01/14","2회차","127°18'59.57""","36°34'55.88""","12:40","12.4","3.4","7.6","8.080","0.098","5.6","8.3"
"3010A30","백천","2019/01/14","2회차","127°21'41.41""","36°31'33.81""","12:00","14.7","1.3","3.0","2.940","0.028","1.7","14.0"
"3011A78","병천천1","2019/01/14","2회차","127°19'33.72""","36°43'27.09""","10:10","11.3","2.0","5.0","5.087","0.161","3.4","5.0"
"3011A43","보강천1","2019/01/14","2회차","127°34'49.96""","36°47'12.95""","12:30","13.5","1.2","3.3","3.313","0.042","2.0","2.0"
"3010A20","부강","2019/01/14","2회차","127°21'49.14""","36°30'59.78""","11:30","13.6","1.2","5.8","4.334","0.034","3.9","2.8"
"3012A42","부여","2019/01/14","2회차","126°56'39.9""","36°19'19.5""","","","","","","","",""
"3011A68","석남천","2019/01/14","2회차","127°23'17.65""","36°39'34.28""","12:00","10.2","4.7","5.8","16.980","0.072","4.5","3.0"
"3011A48","성암천","2019/01/14","2회차","127°27'39.63""","36°44'42.04""","13:00","14.7","1.3","3.7","3.069","0.039","1.9","2.3"
"3010A15","세종1","2019/01/14","2회차","127°23'23.41""","36°29'44.91""","14:30","13.1","1.4","7.9","4.938","0.034","3.7","2.7"
