"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3011A48","성암천","2016/03/08","1회차","127°27'39.63""","36°44'42.04""","13:00","13.3","0.8","4.3","3.295","0.030","2.5","1.8"
"3012A19","세종2","2016/03/08","1회차","127°11'46""","36°26'29.98""","11:20","8.2","3.6","7.9","6.311","0.083","4.7","9.0"
"3012A05","연기","2016/03/08","1회차","127°16'15.4""","36°28'40.7""","10:20","8.0","4.3","7.5","4.882","0.080","4.5","14.9"
"3011A79","용두천","2016/03/08","1회차","127°23'50.27""","36°45'28.08""","14:00","12.7","1.8","7.5","4.481","0.113","4.1","3.2"
"3012A08","용수천1","2016/03/08","1회차","127°16'30.81""","36°25'40.22""","10:10","12.6","0.4","2.6","2.594","0.030","1.1","1.7"
"3012A10","용수천2","2016/03/08","1회차","127°16'25.68""","36°27'31.68""","10:50","12.7","0.5","2.9","2.327","0.025","1.3","2.3"
"3012A35","유구천","2016/03/08","1회차","127°3'4.34""","36°28'5.61""","15:30","13.4","1.1","3.7","2.791","0.014","1.9","3.0"
"3012A53","정동","2016/03/08","1회차","126°55'23.9""","36°18'11.6""","14:30","13.7","4.0","7.9","6.085","0.038","4.8","12.1"
"3012A25","정안천","2016/03/08","1회차","127°7'32.07""","36°28'17.16""","14:30","11.5","1.9","4.4","3.565","0.034","2.3","6.7"
"3012A52","지천2","2016/03/08","1회차","126°54'48.92""","36°19'18.79""","10:30","11.2","1.5","4.8","2.872","0.019","2.3","10.5"
"3011A35","초평천","2016/03/08","1회차","127°31'17.6""","36°50'42.5""","11:11","12.2","0.7","3.0","2.607","0.017","1.7","0.8"
"3011A10","칠장천","2016/03/08","1회차","127°27'9.37""","36°58'16.91""","10:09","12.0","2.7","4.9","4.520","0.133","2.6","2.1"
"3011A17","한천","2016/03/08","1회차","127°30'18.88""","36°54'42.61""","12:00","12.1","2.8","6.0","5.646","0.136","4.0","9.2"
"3012A30","곰나루","2016/03/08","2회차","127°6'39.64""","36°28'27.75""","09:58","11.6","3.2","7.2","7.508","0.072","5.4","8.3"
"3012A20","공주1","2016/03/08","2회차","127°7'27.58""","36°27'59.19""","09:45","10.8","3.6","8.0","7.638","0.103","5.7","10.5"
"3012A40","공주2","2016/03/08","2회차","126°59'13.8""","36°20'31.3""","10:18","13.1","3.8","7.6","6.777","0.055","5.8","10.8"
"3013A50","논산천4","2016/03/08","2회차","127°0'38.2""","36°9'57.3""","11:30","7.1","4.4","10.8","3.986","0.216","5.7","52.5"
"3012A60","부여1","2016/03/08","2회차","126°53'32.8""","36°16'32.6""","10:42","13.3","3.9","7.7","5.929","0.060","5.3","13.0"
"3012A70","부여2","2016/03/08","2회차","126°56'56.1""","36°14'39.1""","11:00","13.0","3.7","7.4","5.379","0.060","5.4","12.8"
"3012A80","성동","2016/03/08","2회차","127°0'12.73""","36°10'22.52""","11:55","13.0","4.6","8.3","5.273","0.082","5.3","16.9"
"3014A30","양화","2016/03/08","2회차","126°52'24.13""","36°6'27.13""","11:25","13.9","4.0","9.0","5.710","0.069","5.6","13.8"
"3001A10","가막","2016/03/09","1회차","127°31'4.1""","35°48'7.6""","10:30","13.7","0.7","2.2","3.724","0.022","1.4","2.6"
"3009A10","갑천1","2016/03/09","1회차","128°24'57.7""","35°6'24""","10:40","12.4","0.7","2.1","3.183","0.020","1.2","1.4"
"3009A15","갑천2","2016/03/09","1회차","127°21'29.2""","36°18'22.1""","10:25","12.7","0.6","2.1","3.122","0.019","1.7","2.6"
"3009A20","갑천3","2016/03/09","1회차","127°20'58.92""","36°21'5.4""","10:00","12.4","1.4","2.5","3.142","0.025","1.9","3.6"
"3009A25","갑천4","2016/03/09","1회차","127°22'45.9""","36°22'25.3""","09:40","12.3","1.2","2.8","3.189","0.022","1.7","3.8"
"3009A65","갑천5","2016/03/09","1회차","127°24'43.9""","36°24'17.2""","11:40","11.0","5.8","6.5","6.225","0.062","3.6","7.0"
"3009A70","갑천6","2016/03/09","1회차","127°23'31""","36°26'10.6""","12:40","11.7","3.4","6.2","6.979","0.059","4.1","4.8"
"3203A10","광천천","2016/03/09","1회차","126°38'32.28""","36°30'43.56""","12:59","11.5","4.4","6.0","7.526","0.090","4.3","4.0"
"3001A05","구량천","2016/03/09","1회차","127°36'53.72""","35°52'.65""","13:00","13.7","0.4","2.2","2.520","0.020","1.0","1.6"
"3005A25","금상천","2016/03/09","1회차","127°51'28.26""","36°15'20.36""","11:00","15.2","0.6","3.1","3.609","0.006","1.6","1.4"
"3014A40","길산천1","2016/03/09","1회차","126°43'50.96""","36°4'28.9""","10:55","9.9","2.7","9.1","1.774","0.078","5.1","11.2"
"3009A45","대전천1","2016/03/09","1회차","127°27'23.9""","36°17'50""","11:00","14.2","0.7","1.6","5.218","0.012","0.8","1.2"
"3009A50","대전천2","2016/03/09","1회차","127°26'21.9""","36°18'54.1""","12:40","15.2","0.6","1.9","5.120","0.009","1.0","2.8"
"3009A55","대전천3","2016/03/09","1회차","127°25'31.45""","36°19'58.46""","12:50","14.8","0.6","1.6","5.030","0.008","1.1","1.4"
"3009A60","대전천4","2016/03/09","1회차","127°25'5.95""","36°20'20.66""","13:00","14.0","0.9","1.8","5.093","0.013","1.0","1.4"
"3203A20","대천천","2016/03/09","1회차","126°35'55.3""","36°20'48.1""","11:55","11.3","3.6","4.4","3.536","0.078","2.0","2.8"
"3003A30","무주남대천3","2016/03/09","1회차","127°37'12.64""","36°0'9.1""","11:20","13.2","0.5","2.7","2.772","0.011","1.2","3.1"
"3101A20","무한천1","2016/03/09","1회차","126°47'9.54""","36°34'7.72""","14:00","11.7","2.2","4.9","2.014","0.038","2.7","1.6"
"3007A40","보청천3","2016/03/09","1회차","127°49'4.7""","36°22'36.72""","12:20","15.8","0.7","4.2","3.702","0.019","2.3","4.3"
"3004A05","부리","2016/03/09","1회차","127°35'36.86""","36°2'56.1""","10:30","12.1","0.4","2.9","2.835","0.011","1.4","1.9"
"3008A02","상곡천","2016/03/09","1회차","127°34'3.84""","36°13'11.72""","13:30","14.9","0.4","2.2","3.766","0.011","1.1","0.4"
"3202A80","와룡천","2016/03/09","1회차","126°32'59""","36°36'1.1""","13:25","13.6","1.8","4.1","3.587","0.032","2.0","0.8"
"3002A40","용담","2016/03/09","1회차","127°32'7.38""","35°58'14.91""","12:00","14.5","0.4","2.8","1.982","0.010","1.3","0.8"
"3009A35","유등천2","2016/03/09","1회차","127°23'52.4""","36°16'38.4""","10:30","13.4","0.5","1.5","4.175","0.010","1.1","0.5"
"3009A40","유등천3","2016/03/09","1회차","127°22'53.7""","36°18'15.2""","10:20","13.3","0.7","2.7","4.096","0.012","1.5","1.8"
"3009A62","유등천7","2016/03/09","1회차","127°24'8""","36°21'25.9""","13:30","13.8","1.1","3.1","4.184","0.010","1.6","2.6"
"3006A05","이원","2016/03/09","1회차","127°40'10.1""","36°14'25""","13:00","11.1","0.6","4.0","3.493","0.016","2.1","3.5"
"3001A30","정자천","2016/03/09","1회차","127°26'24.81""","35°51'22.74""","10:30","14.8","0.4","1.7","3.600","0.007","0.7","1.0"
"3004A40","제원2","2016/03/09","1회차","127°35'21.55""","36°6'59.03""","11:00","11.7","0.4","3.0","3.119","0.012","1.7","3.0"
"3008A30","주원천","2016/03/09","1회차","127°29'33.6""","36°20'31.5""","11:20","14.8","0.7","2.7","2.318","0.017","1.5","0.8"
"3005A30","초강2","2016/03/09","1회차","127°43'17.6""","36°13'49""","12:30","11.3","0.7","4.0","3.403","0.020","2.1","3.6"
"3008A05","추풍천","2016/03/09","1회차","127°30'35.24""","36°14'21.29""","13:00","13.2","0.6","2.4","4.364","0.030","1.2","3.4"
"3203A50","판교천","2016/03/09","1회차","126°40'43.68""","36°5'30.12""","11:10","11.0","3.5","6.6","2.150","0.050","3.4","8.4"
"3302A52","고부천3","2016/03/10","1회차","126°46'46.16""","35°44'27.67""","13:00","13.9","3.3","12.1","3.519","0.153","6.0","45.0"
"3013A17","노성천1","2016/03/10","1회차","127°8'21.07""","36°18'35.24""","11:30","14.7","0.6","2.4","2.566","0.062","1.1","3.4"
"3013A20","노성천2","2016/03/10","1회차","127°5'37.04""","36°13'8.6""","12:25","12.5","2.2","3.5","2.638","0.059","2.0","13.2"
"3013A05","논산천1","2016/03/10","1회차","127°15'31.02""","36°7'11.05""","12:40","13.6","0.4","1.5","3.094","0.040","0.7","0.8"
"3013A10","논산천2","2016/03/10","1회차","127°12'9.59""","36°10'28.47""","10:40","12.1","1.6","0.9","3.574","0.019","1.0","0.8"
"3013A30","논산천3","2016/03/10","1회차","127°4'49.8""","36°12'35.44""","12:10","12.1","2.7","5.3","2.134","0.041","2.0","8.4"
"3012A15","대교천1","2016/03/10","1회차","127°12'31.7""","36°29'58.8""","14:45","12.3","1.8","2.7","1.683","0.024","1.6","0.8"
"3009A05","두계천","2016/03/10","1회차","127°15'13.7""","36°16'51.9""","10:17","12.4","1.7","1.5","1.478","0.021","1.3","0.8"
"3013A40","방축천","2016/03/10","1회차","127°3'12.67""","36°10'22.65""","11:40","11.2","5.4","8.8","6.862","0.268","3.8","32.8"
"3007A10","보청천1","2016/03/10","1회차","127°40'39.8""","36°32'32""","12:00","12.9","0.2","1.0","4.550","0.020","0.6","0.2"
"3007A20","보청천2","2016/03/10","1회차","127°43'26.8""","36°28'54.8""","12:18","12.2","0.4","3.0","3.479","0.035","0.9","2.0"
"3012A75","석성천2","2016/03/10","1회차","127°1'52.89""","36°14'6.46""","12:40","11.8","2.9","6.2","3.156","0.116","3.7","13.6"
"3013A60","수철천","2016/03/10","1회차","127°5'37.8""","36°6'3.72""","11:10","13.5","2.4","2.2","4.613","0.136","1.5","1.6"
"3013A15","연산천","2016/03/10","1회차","127°13'38.95""","36°14'44.46""","10:00","13.6","0.4","1.8","2.608","0.051","0.9","2.4"
"3004A60","영동천1","2016/03/10","1회차","127°46'28""","36°10'25.9""","13:37","11.8","0.5","2.2","5.941","0.008","1.5","0.8"
"3004A70","영동천2","2016/03/10","1회차","127°43'.84""","36°12'37.44""","13:18","11.9","0.5","2.6","5.854","0.038","1.9","0.6"
"3302A65","원평천3","2016/03/10","1회차","126°47'47.6""","35°46'50.1""","12:20","10.7","4.9","11.4","3.451","0.167","6.0","71.3"
"3012A55","은산천","2016/03/10","1회차","126°52'17.5""","36°17'44.5""","13:50","11.1","2.1","5.2","2.738","0.038","1.5","2.0"
"3301A20","전주","2016/03/10","1회차","127°5'59.1""","35°53'46.7""","10:30","12.6","1.2","3.9","4.481","0.047","2.0","4.9"
"3301A40","전주천7","2016/03/10","1회차","127°5'26.1""","35°52'59.1""","11:30","11.6","2.1","7.2","6.861","0.057","4.0","7.8"
"3302A35","정읍천4","2016/03/10","1회차","126°51'49.2""","35°40'45.67""","13:10","12.9","1.0","5.0","4.646","0.069","2.8","7.7"
"3012A50","지천1","2016/03/10","1회차","126°51'31.9""","36°19'33.9""","14:00","12.3","2.5","2.7","2.740","0.020","2.3","1.6"
"3005A20","초강1","2016/03/10","1회차","127°55'55.8""","36°12'20.1""","14:23","12.5","0.4","1.2","2.681","0.005","0.8","0.3"
"3005A10","추풍령천","2016/03/10","1회차","127°56'14.7""","36°13'13.7""","14:36","12.5","0.4","2.6","3.615","0.073","1.5","0.5"
"3301A60","탑천","2016/03/10","1회차","126°51'23.7""","35°55'30.3""","11:30","14.0","5.4","10.1","5.386","0.079","5.8","15.3"
"3007A30","항건천","2016/03/10","1회차","127°41'17""","36°28'48.5""","11:42","12.2","0.4","1.6","4.314","0.035","1.0","0.3"
"3008A20","회인천","2016/03/10","1회차","127°25'55.5""","36°31'22.27""","11:15","12.8","0.3","1.6","3.817","0.008","0.7","0.2"
"3101A60","곡교천2","2016/03/10","2회차","126°56'2.2""","36°49'17.9""","10:25","11.4","15.5","16.0","8.189","0.394","9.7","6.6"
"3301A55","김제","2016/03/10","2회차","126°57'24""","35°54'24.5""","15:00","11.4","1.9","5.7","5.435","0.059","3.6","12.3"
"3302A40","동진강3","2016/03/10","2회차","126°49'2.7""","35°43'2.9""","14:00","14.0","1.7","4.9","4.592","0.086","2.9","11.4"
"3004A30","봉황천","2016/03/11","1회차","127°33'6.39""","36°6'38.12""","09:50","13.3","1.1","2.5","4.265","0.040","1.6","5.8"
"3004A50","영동","2016/03/11","1회차","127°42'27.7""","36°12'43.4""","10:40","13.3","0.9","3.2","3.380","0.013","1.9","2.0"
"3004A20","제원1","2016/03/11","1회차","127°34'.88""","36°6'39.83""","10:00","13.1","0.7","2.7","2.871","0.012","1.6","1.8"
"3006A10","옥천","2016/03/11","2회차","127°38'44.8""","36°16'59.6""","11:05","13.8","0.8","4.0","3.825","0.024","2.1","2.5"
"3008A60","현도","2016/03/11","2회차","127°27'9.78""","36°26'56.95""","12:45","13.5","0.9","3.1","1.274","0.011","1.9","1.6"
"3013A80","강경천","2016/03/14","1회차","127°1'29.46""","36°9'44.46""","10:25","13.6","6.9","10.1","7.259","0.281","6.2","23.7"
"3013A70","마산천","2016/03/14","1회차","127°3'19.77""","36°7'7.14""","10:05","12.3","3.1","6.9","5.384","0.298","4.2","7.3"
"3011A60","무심천2","2016/03/14","1회차","127°29'1.82""","36°38'8.85""","14:34","11.1","3.2","4.9","3.234","0.154","2.8","4.1"
"3011A80","병천천2","2016/03/14","1회차","127°20'53.3""","36°38'24.6""","15:40","11.7","1.5","4.2","3.515","0.026","2.6","1.6"
"3001A10","가막","2016/03/14","2회차","127°31'4.1""","35°48'7.6""","11:30","12.6","0.7","2.6","4.846","0.021","1.1","1.6"
"3001A05","구량천","2016/03/14","2회차","127°36'53.72""","35°52'.65""","10:30","13.3","0.5","1.8","3.027","0.026","0.9","1.0"
"3005A25","금상천","2016/03/14","2회차","127°51'28.26""","36°15'20.36""","11:00","13.4","0.5","2.8","4.144","0.015","1.4","3.6"
"3003A30","무주남대천3","2016/03/14","2회차","127°37'12.64""","36°0'9.1""","11:20","13.5","0.4","2.0","3.421","0.019","1.2","2.4"
"3007A40","보청천3","2016/03/14","2회차","127°49'4.7""","36°22'36.72""","12:00","13.7","0.6","2.8","3.693","0.011","1.3","1.7"
"3004A05","부리","2016/03/14","2회차","127°35'36.86""","36°2'56.1""","10:30","12.9","0.4","3.6","3.028","0.013","1.5","1.4"
"3008A02","상곡천","2016/03/14","2회차","127°34'3.84""","36°13'11.72""","13:00","14.5","0.4","2.1","4.640","0.011","1.0","1.5"
"3002A40","용담","2016/03/14","2회차","127°32'7.38""","35°58'14.91""","11:30","14.2","0.4","2.8","2.462","0.009","1.5","1.7"
"3006A05","이원","2016/03/14","2회차","127°40'10.1""","36°14'25""","13:10","14.4","0.4","2.9","3.958","0.016","1.4","1.7"
"3001A30","정자천","2016/03/14","2회차","127°26'24.81""","35°51'22.74""","10:10","14.7","1.0","2.2","3.081","0.016","1.3","2.2"
"3004A40","제원2","2016/03/14","2회차","127°35'21.55""","36°6'59.03""","10:30","14.7","0.4","2.8","3.428","0.024","1.4","1.6"
"3005A30","초강2","2016/03/14","2회차","127°43'17.6""","36°13'49""","12:30","14.9","0.5","3.4","3.772","0.017","1.5","1.5"
"3008A05","추풍천","2016/03/14","2회차","127°30'35.24""","36°14'21.29""","13:30","13.6","0.5","2.2","5.458","0.014","0.9","2.1"
"3012A32","금강","2016/03/14","3회차","127°6'.1""","36°27'52.7""","11:40","12.2","3.1","7.3","5.242","0.088","4.1","11.5"
"3008A40","대청댐","2016/03/14","3회차","127°28'35.5""","36°22'16.2""","14:15","13.5","0.6","3.1","1.151","0.014","1.8","2.2"
"3012A42","부여","2016/03/14","3회차","126°56'39.9""","36°19'19.5""","11:00","12.9","3.4","8.0","6.437","0.065","4.5","12.3"
"3101A30","곡교천1","2016/03/15","1회차","127°7'36.85""","36°45'8.02""","09:59","14.7","3.4","4.8","3.952","0.053","3.2","18.5"
"3302A52","고부천3","2016/03/15","2회차","126°46'46.16""","35°44'27.67""","12:50","12.9","1.7","10.3","4.845","0.118","5.9","39.5"
"3013A17","노성천1","2016/03/15","2회차","127°8'21.07""","36°18'35.24""","11:00","15.6","0.4","2.5","2.755","0.049","1.3","3.2"
"3013A05","논산천1","2016/03/15","2회차","127°15'31.02""","36°7'11.05""","10:00","14.0","0.4","1.8","3.694","0.013","0.8","0.2"
"3013A15","연산천","2016/03/15","2회차","127°13'38.95""","36°14'44.46""","13:10","14.9","0.4","2.4","3.226","0.052","1.5","8.5"
"3302A65","원평천3","2016/03/15","2회차","126°47'47.6""","35°46'50.1""","12:10","12.5","3.0","10.2","4.161","0.083","5.9","24.8"
"3301A20","전주","2016/03/15","2회차","127°5'59.1""","35°53'46.7""","10:50","11.9","1.2","4.1","5.579","0.052","2.0","4.8"
"3301A40","전주천7","2016/03/15","2회차","127°5'26.1""","35°52'59.1""","11:40","9.9","2.2","9.0","8.653","0.059","6.0","4.8"
"3302A35","정읍천4","2016/03/15","2회차","126°51'49.2""","35°40'45.67""","13:50","11.8","0.8","4.0","6.158","0.041","3.5","6.7"
"3301A60","탑천","2016/03/15","2회차","126°51'23.7""","35°55'30.3""","11:20","14.1","4.9","10.2","5.904","0.034","6.0","13.3"
"3101A60","곡교천2","2016/03/15","3회차","126°56'2.2""","36°49'17.9""","10:41","11.2","11.4","13.0","10.160","0.200","9.2","11.4"
"3301A55","김제","2016/03/15","3회차","126°57'24""","35°54'24.5""","14:30","10.4","2.1","6.9","7.369","0.092","4.4","11.8"
"3302A40","동진강3","2016/03/15","3회차","126°49'2.7""","35°43'2.9""","14:30","12.2","1.3","4.2","5.453","0.070","2.8","9.5"
"3008A52","대청","2016/03/16","2회차","127°28'30.32""","36°28'33.27""","09:50","13.4","0.5","2.7","1.449","0.011","1.8","1.1"
"3011A53","무심천1","2016/03/16","2회차","127°30'6.27""","36°35'6.1""","14:00","12.7","1.7","4.1","4.398","0.317","1.9","6.4"
"3011A65","무심천3","2016/03/16","2회차","127°27'16.1""","36°40'30.8""","14:40","14.8","3.1","7.5","3.342","0.188","3.4","11.1"
"3011A40","미호강5","2016/03/16","2회차","127°30'34.8""","36°46'19.7""","11:00","11.8","1.7","5.4","4.362","0.057","2.9","15.3"
"3011A84","미호강9","2016/03/16","2회차","127°18'59.57""","36°34'55.88""","12:00","9.8","4.8","8.9","8.372","0.134","6.2","7.6"
"3010A30","백천","2016/03/16","2회차","127°21'41.41""","36°31'33.81""","11:00","12.0","1.4","4.0","2.159","0.077","1.9","6.2"
"3011A78","병천천1","2016/03/16","2회차","127°19'33.72""","36°43'27.09""","10:30","10.6","1.5","5.5","4.815","0.113","3.0","5.1"
"3011A43","보강천1","2016/03/16","2회차","127°34'49.96""","36°47'12.95""","12:40","11.9","1.4","4.3","3.748","0.115","2.2","5.2"
"3011A68","석남천","2016/03/16","2회차","127°23'17.65""","36°39'34.28""","13:00","9.2","7.2","8.0","10.302","0.078","7.4","7.8"
"3010A15","세종1","2016/03/16","2회차","127°23'23.41""","36°29'44.91""","14:00","12.2","2.5","8.1","7.709","0.098","4.7","6.0"
"3008A55","용호천","2016/03/16","2회차","127°27'8.04""","36°26'53.6""","10:00","13.5","0.6","2.6","2.879","0.047","1.1","0.7"
"3009A30","유등천1","2016/03/16","2회차","127°22'20.25""","36°14'58.74""","09:50","12.0","0.4","1.9","4.645","0.007","0.8","0.8"
"3011A87","조천2","2016/03/16","2회차","127°17'58.66""","36°35'8.48""","11:20","12.2","1.9","5.1","3.197","0.094","2.7","4.4"
"3009A80","갑천7","2016/03/16","3회차","127°23'59.87""","36°27'13.72""","13:40","10.7","5.4","10.6","9.160","0.162","7.5","11.1"
"3011A97","미호강10","2016/03/16","3회차","127°19'8.29""","36°31'29.17""","13:30","9.5","4.4","8.1","7.586","0.063","5.0","7.7"
"3010A20","부강","2016/03/16","3회차","127°21'49.14""","36°30'59.78""","10:40","12.1","3.5","7.1","6.744","0.046","4.7","5.7"
"3006A10","옥천","2016/03/16","3회차","127°38'44.8""","36°16'59.6""","10:45","11.7","0.9","4.6","3.638","0.013","2.0","1.4"
"3008A60","현도","2016/03/16","3회차","127°27'9.78""","36°26'56.95""","09:45","11.2","0.8","4.6","1.153","0.012","1.9","1.8"
"3011A05","미호강1","2016/03/17","1회차","127°30'1.94""","36°58'50.02""","12:38","11.4","2.4","6.0","5.679","0.209","4.4","9.2"
"3011A20","미호강3","2016/03/17","1회차","127°30'12.6""","36°50'44.1""","11:12","11.4","4.7","6.1","4.879","0.136","5.0","9.7"
"3011A32","미호강4","2016/03/17","1회차","127°29'36""","36°49'33.4""","11:25","11.2","2.5","4.1","4.134","0.112","4.3","8.5"
"3011A50","미호강6","2016/03/17","1회차","127°28'32.3""","36°42'50.4""","10:45","11.4","2.0","4.6","3.926","0.089","3.4","5.0"
"3011A70","미호강7","2016/03/17","1회차","127°22'58.9""","36°39'30.1""","10:17","10.7","2.7","5.3","5.550","0.145","3.3","4.5"
"3011A82","미호강8","2016/03/17","1회차","127°21'2.58""","36°37'22.73""","10:04","10.4","2.5","11.1","3.989","0.065","7.4","4.8"
"3011A90","월하천","2016/03/17","1회차","127°17'17.5""","36°34'14.4""","09:46","12.1","1.2","4.0","4.866","0.128","2.3","3.2"
"3014A10","강경","2016/03/17","2회차","127°0'23.9""","36°9'15.3""","13:20","13.3","2.8","8.1","5.450","0.086","4.8","12.1"
"3014A50","금강갑문","2016/03/17","2회차","126°45'10.9""","36°0'52.4""","14:50","13.0","5.1","9.9","5.110","0.089","5.2","25.2"
"3012A65","금천","2016/03/17","2회차","126°53'7.52""","36°14'53.49""","11:50","11.6","1.7","5.8","2.602","0.089","2.5","18.7"
"3014A45","길산천2","2016/03/17","2회차","126°44'23.17""","36°2'41.9""","15:30","10.7","3.5","9.5","2.738","0.144","5.6","51.0"
"3012A17","대교천2","2016/03/17","2회차","127°14'17.58""","36°28'26.45""","11:30","15.5","1.1","4.3","2.736","0.058","2.2","2.7"
"3012A37","목면","2016/03/17","2회차","127°0'31.9""","36°23'3.6""","13:10","16.9","4.5","6.8","5.189","0.114","4.6","14.2"
"3011A15","미호강2","2016/03/17","2회차","127°27'41.89""","36°56'10.41""","10:00","13.1","3.4","7.0","5.570","0.232","4.5","6.7"
"3014A15","산북천","2016/03/17","2회차","126°56'32.99""","36°6'28.06""","14:00","11.5","4.8","11.0","8.555","0.318","6.7","36.0"
"3012A73","석성천1","2016/03/17","2회차","127°4'2.08""","36°15'40.69""","14:10","14.1","1.6","4.3","3.769","0.087","2.3","4.7"
"3012A77","석성천3","2016/03/17","2회차","126°59'47.88""","36°12'13.96""","13:30","11.4","3.5","8.5","5.660","0.202","4.8","23.3"
"3011A48","성암천","2016/03/17","2회차","127°27'39.63""","36°44'42.04""","13:00","14.0","1.8","3.1","2.667","0.032","1.8","3.0"
"3012A19","세종2","2016/03/17","2회차","127°11'46""","36°26'29.98""","11:00","15.9","3.7","8.1","6.656","0.071","5.0","7.9"
"3012A05","연기","2016/03/17","2회차","127°16'15.4""","36°28'40.7""","10:00","12.1","3.0","8.3","6.820","0.088","4.7","8.8"
"3011A79","용두천","2016/03/17","2회차","127°23'50.27""","36°45'28.08""","14:00","13.4","1.0","5.9","3.850","0.093","2.9","4.7"
"3012A08","용수천1","2016/03/17","2회차","127°16'30.81""","36°25'40.22""","09:30","12.7","0.4","2.4","2.465","0.031","1.0","1.5"
"3012A10","용수천2","2016/03/17","2회차","127°16'25.68""","36°27'31.68""","10:20","13.2","0.5","3.1","2.189","0.034","1.5","2.6"
"3012A35","유구천","2016/03/17","2회차","127°3'4.34""","36°28'5.61""","14:30","13.6","1.1","2.4","2.932","0.013","1.1","3.4"
"3012A53","정동","2016/03/17","2회차","126°55'23.9""","36°18'11.6""","14:20","16.1","3.9","8.4","6.069","0.080","4.7","13.7"
"3012A25","정안천","2016/03/17","2회차","127°7'32.07""","36°28'17.16""","13:00","13.8","3.1","6.0","4.390","0.090","3.1","11.9"
"3012A52","지천2","2016/03/17","2회차","126°54'48.92""","36°19'18.79""","11:00","12.0","1.3","3.3","3.004","0.027","1.9","4.4"
"3011A17","한천","2016/03/17","2회차","127°30'18.88""","36°54'42.61""","11:30","13.0","2.2","4.7","6.018","0.210","2.9","6.4"
"3013A50","논산천4","2016/03/17","3회차","127°0'38.2""","36°9'57.3""","12:30","13.7","1.4","4.4","2.884","0.064","2.4","8.3"
"3012A30","곰나루","2016/03/18","3회차","127°6'39.64""","36°28'27.75""","10:00","14.5","7.1","9.2","5.159","0.044","6.0","13.1"
"3012A20","공주1","2016/03/18","3회차","127°7'27.58""","36°27'59.19""","09:45","13.5","6.0","7.9","6.138","0.102","5.4","9.7"
"3012A40","공주2","2016/03/18","3회차","126°59'13.8""","36°20'31.3""","10:20","13.1","5.7","8.1","4.801","0.048","5.5","16.8"
"3012A60","부여1","2016/03/18","3회차","126°53'32.8""","36°16'32.6""","10:40","12.9","3.9","7.5","5.496","0.050","5.1","12.4"
"3012A70","부여2","2016/03/18","3회차","126°56'56.1""","36°14'39.1""","11:00","13.3","3.9","7.9","5.913","0.049","5.0","12.2"
"3012A80","성동","2016/03/18","3회차","127°0'12.73""","36°10'22.52""","12:56","12.5","4.6","8.1","5.682","0.057","4.8","12.5"
"3014A30","양화","2016/03/18","3회차","126°52'24.13""","36°6'27.13""","11:30","14.3","6.0","10.0","4.714","0.058","5.7","16.5"
"3101A05","삽교천1","2016/03/21","1회차","126°43'52.1""","36°41'12.2""","10:25","14.4","3.1","6.9","4.795","0.112","4.8","12.2"
"3101A10","삽교천2","2016/03/21","1회차","126°45'17.57""","36°44'9.85""","10:30","13.5","2.3","6.1","3.619","0.083","3.9","9.4"
"3101A15","삽교천3","2016/03/21","1회차","126°48'53.6""","36°46'26.7""","10:55","13.5","4.2","6.9","5.322","0.149","4.1","12.6"
"3302A52","고부천3","2016/03/21","3회차","126°46'46.16""","35°44'27.67""","12:50","10.9","2.9","9.2","3.344","0.148","5.4","47.0"
"3013A17","노성천1","2016/03/21","3회차","127°8'21.07""","36°18'35.24""","11:30","11.8","0.6","4.5","1.223","0.050","2.5","11.0"
"3013A05","논산천1","2016/03/21","3회차","127°15'31.02""","36°7'11.05""","12:40","12.5","0.4","2.2","2.606","0.008","1.0","1.6"
"3013A15","연산천","2016/03/21","3회차","127°13'38.95""","36°14'44.46""","10:00","13.6","0.4","3.0","2.361","0.035","1.2","6.3"
"3302A65","원평천3","2016/03/21","3회차","126°47'47.6""","35°46'50.1""","12:10","13.9","5.4","10.1","3.703","0.096","5.4","21.3"
"3301A20","전주","2016/03/21","3회차","127°5'59.1""","35°53'46.7""","10:30","13.3","2.2","5.0","4.123","0.052","2.6","6.7"
"3301A40","전주천7","2016/03/21","3회차","127°5'26.1""","35°52'59.1""","11:10","10.0","2.4","9.1","9.115","0.073","6.1","3.3"
"3302A35","정읍천4","2016/03/21","3회차","126°51'49.2""","35°40'45.67""","13:00","13.1","1.3","6.4","4.671","0.056","3.9","8.4"
"3301A60","탑천","2016/03/21","3회차","126°51'23.7""","35°55'30.3""","11:20","13.8","4.8","10.2","5.568","0.068","6.6","8.5"
"3012A32","금강","2016/03/21","4회차","127°6'.1""","36°27'52.7""","11:40","16.3","4.3","9.0","5.547","0.061","5.3","10.5"
"3301A55","김제","2016/03/21","4회차","126°57'24""","35°54'24.5""","14:40","11.4","4.0","10.2","6.861","0.110","6.1","16.0"
"3008A40","대청댐","2016/03/21","4회차","127°28'35.5""","36°22'16.2""","13:20","13.2","0.8","3.2","0.954","0.007","1.9","2.0"
"3302A40","동진강3","2016/03/21","4회차","126°49'2.7""","35°43'2.9""","13:50","11.8","2.0","6.4","4.249","0.088","3.8","19.1"
