"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NV.MNF.TECH.ZS.UN","Medium and high-tech manufacturing value added (% manufacturing value added)","The proportion of medium and high-tech industry value added in total value added of manufacturing","United Nations Industrial Development Organization (UNIDO), Competitive Industrial Performance (CIP) database",
